id,totalcost,airport,totalduration,flightid,flightcost,drivingcost,parkingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration
193,564,BWI,1050,2ciqOzND4aTUuEtKvqnX8204G,527.60,1,36,2016-01-25T04:30,2016-01-25T07:47-05:00,1033,120,72
194,567,BWI,560,2ciqOzND4aTUuEtKvqnX82039,530.60,1,36,2016-01-25T05:00,2016-01-25T08:12-05:00,548,120,72
195,570,BWI,1075,2ciqOzND4aTUuEtKvqnX8204d,533.60,1,36,2016-01-25T03:15,2016-01-25T06:40-05:00,1050,120,72
196,578,BWI,947,2ciqOzND4aTUuEtKvqnX8204u,541.60,1,36,2016-01-25T07:45,2016-01-25T10:56-05:00,936,120,67
197,581,BWI,681,2ciqOzND4aTUuEtKvqnX8204Y,544.60,1,36,2016-01-25T07:45,2016-01-25T10:56-05:00,670,120,67
198,584,BWI,817,2ciqOzND4aTUuEtKvqnX8204W,547.60,1,36,2016-01-25T10:45,2016-01-25T14:01-05:00,801,120,67
199,584,BWI,797,2ciqOzND4aTUuEtKvqnX8204U,547.60,1,36,2016-01-25T10:45,2016-01-25T14:01-05:00,781,120,67
200,594,BWI,669,2ciqOzND4aTUuEtKvqnX8203i,557.60,1,36,2016-01-25T05:00,2016-01-25T08:12-05:00,657,120,72
201,594,BWI,644,2ciqOzND4aTUuEtKvqnX8204D,557.60,1,36,2016-01-25T05:00,2016-01-25T08:12-05:00,632,120,72
202,594,BWI,865,2ciqOzND4aTUuEtKvqnX8204o,557.93,1,36,2016-01-25T02:45,2016-01-25T06:00-05:00,850,120,72
203,595,BWI,1003,2ciqOzND4aTUuEtKvqnX8204c,558.48,1,36,2016-01-25T04:30,2016-01-25T07:47-05:00,986,120,72
204,608,BWI,1000,2ciqOzND4aTUuEtKvqnX8204h,571.60,1,36,2016-01-25T04:30,2016-01-25T07:47-05:00,983,120,72
205,608,BWI,1000,2ciqOzND4aTUuEtKvqnX8204i,571.60,1,36,2016-01-25T04:30,2016-01-25T07:47-05:00,983,120,72
206,613,BWI,976,2ciqOzND4aTUuEtKvqnX8204J,576.60,1,36,2016-01-25T03:45,2016-01-25T07:10-05:00,951,120,72
207,623,BWI,865,2ciqOzND4aTUuEtKvqnX8204q,586.95,1,36,2016-01-25T02:45,2016-01-25T06:00-05:00,850,120,72
208,627,BWI,865,2ciqOzND4aTUuEtKvqnX8204x,590.95,1,36,2016-01-25T02:45,2016-01-25T06:00-05:00,1057,120,72
209,652,BWI,624,2ciqOzND4aTUuEtKvqnX8203w,615.60,1,36,2016-01-25T05:00,2016-01-25T08:12-05:00,612,120,72
210,671,BWI,868,2ciqOzND4aTUuEtKvqnX8204w,634.60,1,36,2016-01-25T07:45,2016-01-25T10:56-05:00,857,120,67
211,681,BWI,671,2ciqOzND4aTUuEtKvqnX8200T,644.60,1,36,2016-01-25T11:45,2016-01-25T14:53-05:00,663,120,68
212,696,BWI,798,2ciqOzND4aTUuEtKvqnX8204v,659.60,1,36,2016-01-25T07:45,2016-01-25T10:56-05:00,787,120,67
213,697,BWI,956,2ciqOzND4aTUuEtKvqnX8204t,660.60,1,36,2016-01-25T04:30,2016-01-25T07:47-05:00,939,120,72
214,710,BWI,742,2ciqOzND4aTUuEtKvqnX8204l,673.60,1,36,2016-01-25T07:45,2016-01-25T10:56-05:00,731,120,67
215,710,BWI,765,2ciqOzND4aTUuEtKvqnX8204R,673.60,1,36,2016-01-25T02:45,2016-01-25T06:01-05:00,749,120,72
216,710,BWI,742,2ciqOzND4aTUuEtKvqnX8204M,673.60,1,36,2016-01-25T07:45,2016-01-25T10:56-05:00,731,120,67
217,710,BWI,751,2ciqOzND4aTUuEtKvqnX8204Q,673.60,1,36,2016-01-25T10:45,2016-01-25T14:01-05:00,735,120,67
218,761,BWI,718,2ciqOzND4aTUuEtKvqnX8204p,724.60,1,36,2016-01-25T03:15,2016-01-25T06:40-05:00,693,120,72
219,763,BWI,788,2ciqOzND4aTUuEtKvqnX8204a,726.60,1,36,2016-01-25T04:30,2016-01-25T07:47-05:00,771,120,72
220,763,BWI,758,2ciqOzND4aTUuEtKvqnX8204Z,726.60,1,36,2016-01-25T05:00,2016-01-25T08:12-05:00,746,120,72
221,770,BWI,1062,2ciqOzND4aTUuEtKvqnX82053,733.60,1,36,2016-01-25T03:15,2016-01-25T06:40-05:00,1037,120,72
222,816,BWI,809,2ciqOzND4aTUuEtKvqnX8204k,779.60,1,36,2016-01-25T04:30,2016-01-25T07:47-05:00,792,120,72
223,863,BWI,650,2ciqOzND4aTUuEtKvqnX8204f,826.60,1,36,2016-01-25T05:00,2016-01-25T08:12-05:00,638,120,72
224,863,BWI,755,2ciqOzND4aTUuEtKvqnX8204n,826.60,1,36,2016-01-25T03:15,2016-01-25T06:40-05:00,730,120,72
225,863,BWI,650,2ciqOzND4aTUuEtKvqnX8204e,826.60,1,36,2016-01-25T05:00,2016-01-25T08:12-05:00,638,120,72
226,863,BWI,680,2ciqOzND4aTUuEtKvqnX8204j,826.60,1,36,2016-01-25T04:30,2016-01-25T07:47-05:00,663,120,72
227,863,BWI,595,2ciqOzND4aTUuEtKvqnX8204b,826.60,1,36,2016-01-25T03:15,2016-01-25T06:40-05:00,570,120,72
228,893,BWI,667,2ciqOzND4aTUuEtKvqnX8204m,856.60,1,36,2016-01-25T05:00,2016-01-25T08:12-05:00,655,120,72
229,893,BWI,772,2ciqOzND4aTUuEtKvqnX8204r,856.60,1,36,2016-01-25T03:15,2016-01-25T06:40-05:00,747,120,72
230,923,BWI,1012,2ciqOzND4aTUuEtKvqnX82054,886.60,1,36,2016-01-25T03:15,2016-01-25T06:40-05:00,987,120,72
231,923,BWI,921,2ciqOzND4aTUuEtKvqnX82051,886.60,1,36,2016-01-25T03:15,2016-01-25T06:40-05:00,896,120,72
232,932,BWI,711,2ciqOzND4aTUuEtKvqnX82050,895.60,1,36,2016-01-25T02:45,2016-01-25T06:01-05:00,695,120,72
233,932,BWI,681,2ciqOzND4aTUuEtKvqnX8204z,895.60,1,36,2016-01-25T03:15,2016-01-25T06:40-05:00,656,120,72
234,971,BWI,674,2ciqOzND4aTUuEtKvqnX82052,934.60,1,36,2016-01-25T10:45,2016-01-25T14:01-05:00,658,120,67
235,1015,BWI,735,2ciqOzND4aTUuEtKvqnX8204y,978.60,1,36,2016-01-25T03:15,2016-01-25T06:40-05:00,710,120,72
236,1623,BWI,903,2ciqOzND4aTUuEtKvqnX82056,1586.60,1,36,2016-01-25T05:00,2016-01-25T08:12-05:00,891,120,72
237,1623,BWI,603,2ciqOzND4aTUuEtKvqnX82055,1586.60,1,36,2016-01-25T10:00,2016-01-25T13:20-05:00,583,120,67
238,244,DCA,475,RSETozIzLjLQdvO1tO9iRU005,175.60,1,68,2016-01-25T09:30,2016-01-25T11:20-05:00,545,120,26
239,244,DCA,440,RSETozIzLjLQdvO1tO9iRU002,175.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,515,120,21
240,249,DCA,299,RSETozIzLjLQdvO1tO9iRU001,180.10,1,68,2016-01-25T07:30,2016-01-25T09:15-05:00,374,120,21
241,261,DCA,555,RSETozIzLjLQdvO1tO9iRU00I,192.60,1,68,2016-01-25T09:30,2016-01-25T11:20-05:00,625,120,26
242,269,DCA,433,RSETozIzLjLQdvO1tO9iRU008,200.60,1,68,2016-01-25T15:15,2016-01-25T17:00-05:00,508,120,21
243,274,DCA,563,RSETozIzLjLQdvO1tO9iRU00J,205.60,1,68,2016-01-25T13:45,2016-01-25T15:29-05:00,639,120,21
244,274,DCA,623,RSETozIzLjLQdvO1tO9iRU00N,205.60,1,68,2016-01-25T12:45,2016-01-25T14:25-05:00,703,120,22
245,278,DCA,420,RSETozIzLjLQdvO1tO9iRU00B,209.60,1,68,2016-01-25T15:15,2016-01-25T17:00-05:00,495,120,21
246,279,DCA,464,RSETozIzLjLQdvO1tO9iRU00j,210.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,539,120,21
247,279,DCA,404,RSETozIzLjLQdvO1tO9iRU007,210.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,479,120,21
248,283,DCA,490,RSETozIzLjLQdvO1tO9iRU00y,214.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,565,120,21
249,283,DCA,581,RSETozIzLjLQdvO1tO9iRU01B,214.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,656,120,21
250,283,DCA,625,RSETozIzLjLQdvO1tO9iRU01M,214.60,1,68,2016-01-25T08:45,2016-01-25T10:30-05:00,700,120,21
251,283,DCA,600,RSETozIzLjLQdvO1tO9iRU01J,214.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,681,120,21
252,283,DCA,705,RSETozIzLjLQdvO1tO9iRU01q,214.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,780,120,21
253,283,DCA,550,RSETozIzLjLQdvO1tO9iRU016,214.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,625,120,21
254,283,DCA,595,RSETozIzLjLQdvO1tO9iRU01F,214.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,670,120,21
255,283,DCA,640,RSETozIzLjLQdvO1tO9iRU01R,214.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,710,120,21
256,283,DCA,566,RSETozIzLjLQdvO1tO9iRU019,214.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,644,120,21
257,283,DCA,730,RSETozIzLjLQdvO1tO9iRU01x,214.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,811,120,21
258,283,DCA,705,RSETozIzLjLQdvO1tO9iRU01p,214.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,780,120,21
259,283,DCA,670,RSETozIzLjLQdvO1tO9iRU01f,214.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,745,120,21
260,283,DCA,730,RSETozIzLjLQdvO1tO9iRU01v,214.60,1,68,2016-01-25T08:45,2016-01-25T10:30-05:00,805,120,21
261,283,DCA,640,RSETozIzLjLQdvO1tO9iRU01Q,214.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,710,120,21
262,283,DCA,600,RSETozIzLjLQdvO1tO9iRU01G,214.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,675,120,21
263,283,DCA,645,RSETozIzLjLQdvO1tO9iRU01W,214.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,723,120,21
264,301,DCA,708,RSETozIzLjLQdvO1tO9iRU024,232.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,783,120,26
265,303,DCA,752,RSETozIzLjLQdvO1tO9iRU05b,234.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,827,120,21
266,303,DCA,647,RSETozIzLjLQdvO1tO9iRU04T,234.60,1,68,2016-01-25T12:45,2016-01-25T14:30-05:00,722,120,22
267,283,DCA,626,RSETozIzLjLQdvO1tO9iRU01N,214.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,701,120,21
268,283,DCA,626,RSETozIzLjLQdvO1tO9iRU01O,214.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,701,120,21
269,283,DCA,765,RSETozIzLjLQdvO1tO9iRU027,214.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,840,120,21
270,284,DCA,568,RSETozIzLjLQdvO1tO9iRU00K,215.04,1,68,2016-01-25T11:30,2016-01-25T13:15-05:00,643,120,22
271,284,DCA,433,RSETozIzLjLQdvO1tO9iRU00F,215.04,1,68,2016-01-25T13:45,2016-01-25T15:29-05:00,509,120,21
272,284,DCA,493,RSETozIzLjLQdvO1tO9iRU00H,215.04,1,68,2016-01-25T12:45,2016-01-25T14:25-05:00,573,120,22
273,286,DCA,543,RSETozIzLjLQdvO1tO9iRU017,217.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,618,120,22
274,286,DCA,663,RSETozIzLjLQdvO1tO9iRU01g,217.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,738,120,21
275,286,DCA,603,RSETozIzLjLQdvO1tO9iRU01L,217.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,678,120,21
276,302,DCA,603,RSETozIzLjLQdvO1tO9iRU01X,233.60,1,68,2016-01-25T13:45,2016-01-25T15:30-05:00,678,120,21
277,302,DCA,813,RSETozIzLjLQdvO1tO9iRU02l,233.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,883,120,21
278,321,DCA,665,RSETozIzLjLQdvO1tO9iRU025,252.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,740,120,21
279,321,DCA,605,RSETozIzLjLQdvO1tO9iRU01k,252.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,680,120,21
280,321,DCA,545,RSETozIzLjLQdvO1tO9iRU01S,252.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,620,120,22
281,323,DCA,562,RSETozIzLjLQdvO1tO9iRU00P,254.16,1,68,2016-01-25T12:15,2016-01-25T13:59-05:00,638,120,21
282,323,DCA,650,RSETozIzLjLQdvO1tO9iRU00R,254.61,1,68,2016-01-25T13:45,2016-01-25T15:29-05:00,726,120,21
283,323,DCA,785,RSETozIzLjLQdvO1tO9iRU03C,254.61,1,68,2016-01-25T11:30,2016-01-25T13:15-05:00,860,120,22
284,323,DCA,783,RSETozIzLjLQdvO1tO9iRU03E,254.61,1,68,2016-01-25T12:45,2016-01-25T14:25-05:00,863,120,22
285,323,DCA,710,RSETozIzLjLQdvO1tO9iRU00S,254.61,1,68,2016-01-25T12:45,2016-01-25T14:25-05:00,790,120,22
286,323,DCA,783,RSETozIzLjLQdvO1tO9iRU03D,254.61,1,68,2016-01-25T12:45,2016-01-25T14:25-05:00,863,120,22
287,323,DCA,723,RSETozIzLjLQdvO1tO9iRU00U,254.61,1,68,2016-01-25T13:45,2016-01-25T15:29-05:00,799,120,21
288,326,DCA,708,RSETozIzLjLQdvO1tO9iRU02S,257.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,783,120,26
289,343,DCA,666,RSETozIzLjLQdvO1tO9iRU00T,274.60,1,68,2016-01-25T04:30,2016-01-25T06:06-05:00,750,120,21
290,343,DCA,610,RSETozIzLjLQdvO1tO9iRU021,274.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,680,120,21
291,343,DCA,745,RSETozIzLjLQdvO1tO9iRU03J,274.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,820,120,21
292,346,DCA,771,RSETozIzLjLQdvO1tO9iRU03h,277.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,846,120,21
293,346,DCA,719,RSETozIzLjLQdvO1tO9iRU032,277.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,794,120,22
294,346,DCA,831,RSETozIzLjLQdvO1tO9iRU04R,277.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,906,120,21
295,346,DCA,599,RSETozIzLjLQdvO1tO9iRU023,277.60,1,68,2016-01-25T14:00,2016-01-25T15:45-05:00,674,120,22
296,346,DCA,657,RSETozIzLjLQdvO1tO9iRU02O,277.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,732,120,26
297,346,DCA,659,RSETozIzLjLQdvO1tO9iRU02R,277.60,1,68,2016-01-25T13:00,2016-01-25T14:45-05:00,734,120,21
298,347,DCA,680,RSETozIzLjLQdvO1tO9iRU02b,278.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,755,120,21
299,347,DCA,785,RSETozIzLjLQdvO1tO9iRU03y,278.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,860,120,21
300,347,DCA,785,RSETozIzLjLQdvO1tO9iRU03z,278.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,860,120,21
301,347,DCA,710,RSETozIzLjLQdvO1tO9iRU02w,278.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,785,120,21
302,347,DCA,650,RSETozIzLjLQdvO1tO9iRU02J,278.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,725,120,21
303,347,DCA,725,RSETozIzLjLQdvO1tO9iRU037,278.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,800,120,21
304,347,DCA,650,RSETozIzLjLQdvO1tO9iRU02I,278.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,725,120,21
305,347,DCA,605,RSETozIzLjLQdvO1tO9iRU026,278.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,680,120,21
306,348,DCA,639,RSETozIzLjLQdvO1tO9iRU02F,279.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,714,120,21
307,348,DCA,640,RSETozIzLjLQdvO1tO9iRU05Z,279.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,715,120,21
308,348,DCA,700,RSETozIzLjLQdvO1tO9iRU068,279.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,775,120,21
309,348,DCA,744,RSETozIzLjLQdvO1tO9iRU06R,279.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,819,120,21
310,348,DCA,782,RSETozIzLjLQdvO1tO9iRU06l,279.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,857,120,21
311,348,DCA,684,RSETozIzLjLQdvO1tO9iRU05x,279.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,759,120,22
312,348,DCA,722,RSETozIzLjLQdvO1tO9iRU06K,279.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,797,120,22
313,348,DCA,742,RSETozIzLjLQdvO1tO9iRU06Q,279.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,817,120,22
314,348,DCA,699,RSETozIzLjLQdvO1tO9iRU02m,279.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,774,120,21
315,348,DCA,639,RSETozIzLjLQdvO1tO9iRU02E,279.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,714,120,21
316,353,DCA,575,RSETozIzLjLQdvO1tO9iRU01y,284.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,650,120,21
317,353,DCA,638,RSETozIzLjLQdvO1tO9iRU02T,284.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,719,120,21
318,368,DCA,480,RSETozIzLjLQdvO1tO9iRU014,299.60,1,68,2016-01-25T14:00,2016-01-25T15:45-05:00,555,120,22
319,353,DCA,618,RSETozIzLjLQdvO1tO9iRU02D,284.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,693,120,26
320,353,DCA,711,RSETozIzLjLQdvO1tO9iRU03F,284.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,792,120,21
321,353,DCA,711,RSETozIzLjLQdvO1tO9iRU03B,284.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,786,120,21
322,356,DCA,658,RSETozIzLjLQdvO1tO9iRU05p,287.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,728,120,21
323,356,DCA,553,RSETozIzLjLQdvO1tO9iRU04z,287.60,1,68,2016-01-25T12:00,2016-01-25T13:37-05:00,636,120,22
324,365,DCA,775,RSETozIzLjLQdvO1tO9iRU04G,296.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,850,120,21
325,365,DCA,610,RSETozIzLjLQdvO1tO9iRU02M,296.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,685,120,21
326,365,DCA,670,RSETozIzLjLQdvO1tO9iRU030,296.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,745,120,21
327,365,DCA,730,RSETozIzLjLQdvO1tO9iRU03q,296.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,805,120,21
328,366,DCA,635,RSETozIzLjLQdvO1tO9iRU01h,297.60,1,68,2016-01-25T06:45,2016-01-25T08:30-05:00,710,120,21
329,366,DCA,560,RSETozIzLjLQdvO1tO9iRU01H,297.60,1,68,2016-01-25T06:45,2016-01-25T08:30-05:00,635,120,21
330,370,DCA,701,RSETozIzLjLQdvO1tO9iRU03S,301.60,1,68,2016-01-25T04:00,2016-01-25T05:45-05:00,776,120,21
331,370,DCA,660,RSETozIzLjLQdvO1tO9iRU031,301.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,735,120,21
332,370,DCA,648,RSETozIzLjLQdvO1tO9iRU02r,301.60,1,68,2016-01-25T13:00,2016-01-25T14:45-05:00,723,120,21
333,370,DCA,780,RSETozIzLjLQdvO1tO9iRU04f,301.60,1,68,2016-01-25T04:00,2016-01-25T05:45-05:00,855,120,21
334,370,DCA,528,RSETozIzLjLQdvO1tO9iRU00h,301.60,1,68,2016-01-25T15:00,2016-01-25T16:43-05:00,605,120,22
335,370,DCA,600,RSETozIzLjLQdvO1tO9iRU02P,301.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,675,120,21
336,370,DCA,625,RSETozIzLjLQdvO1tO9iRU02d,301.60,1,68,2016-01-25T08:45,2016-01-25T10:30-05:00,700,120,21
337,370,DCA,655,RSETozIzLjLQdvO1tO9iRU02x,301.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,730,120,21
338,370,DCA,495,RSETozIzLjLQdvO1tO9iRU01o,301.60,1,68,2016-01-25T08:45,2016-01-25T10:30-05:00,570,120,21
339,370,DCA,730,RSETozIzLjLQdvO1tO9iRU040,301.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,805,120,21
340,370,DCA,641,RSETozIzLjLQdvO1tO9iRU02h,301.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,711,120,21
341,370,DCA,670,RSETozIzLjLQdvO1tO9iRU039,301.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,745,120,21
342,370,DCA,708,RSETozIzLjLQdvO1tO9iRU03p,301.60,1,68,2016-01-25T12:00,2016-01-25T13:37-05:00,791,120,22
343,370,DCA,720,RSETozIzLjLQdvO1tO9iRU03l,301.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,790,120,21
344,370,DCA,535,RSETozIzLjLQdvO1tO9iRU01z,301.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,610,120,22
345,370,DCA,720,RSETozIzLjLQdvO1tO9iRU03k,301.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,790,120,21
346,370,DCA,705,RSETozIzLjLQdvO1tO9iRU03Y,301.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,780,120,21
347,370,DCA,595,RSETozIzLjLQdvO1tO9iRU02K,301.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,670,120,21
348,370,DCA,626,RSETozIzLjLQdvO1tO9iRU02e,301.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,701,120,21
349,370,DCA,641,RSETozIzLjLQdvO1tO9iRU02i,301.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,711,120,21
350,370,DCA,708,RSETozIzLjLQdvO1tO9iRU03o,301.60,1,68,2016-01-25T12:00,2016-01-25T13:37-05:00,791,120,22
351,370,DCA,720,RSETozIzLjLQdvO1tO9iRU03j,301.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,790,120,21
352,370,DCA,540,RSETozIzLjLQdvO1tO9iRU020,301.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,615,120,21
353,370,DCA,588,RSETozIzLjLQdvO1tO9iRU02G,301.60,1,68,2016-01-25T14:00,2016-01-25T15:45-05:00,663,120,22
354,370,DCA,790,RSETozIzLjLQdvO1tO9iRU04q,301.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,865,120,21
355,371,DCA,692,RSETozIzLjLQdvO1tO9iRU06Y,302.60,1,68,2016-01-25T12:00,2016-01-25T13:37-05:00,775,120,22
356,375,DCA,704,RSETozIzLjLQdvO1tO9iRU06c,306.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,779,120,21
357,375,DCA,689,RSETozIzLjLQdvO1tO9iRU06b,306.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,767,120,21
358,375,DCA,644,RSETozIzLjLQdvO1tO9iRU06C,306.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,719,120,21
359,375,DCA,584,RSETozIzLjLQdvO1tO9iRU05h,306.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,659,120,21
360,389,DCA,453,RSETozIzLjLQdvO1tO9iRU018,320.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,534,120,21
361,389,DCA,472,RSETozIzLjLQdvO1tO9iRU00f,320.60,1,68,2016-01-25T15:00,2016-01-25T16:45-05:00,547,120,22
362,389,DCA,501,RSETozIzLjLQdvO1tO9iRU01I,320.60,1,68,2016-01-25T13:00,2016-01-25T14:39-05:00,582,120,21
363,389,DCA,547,RSETozIzLjLQdvO1tO9iRU01T,320.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,622,120,26
364,389,DCA,558,RSETozIzLjLQdvO1tO9iRU01b,320.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,633,120,21
365,389,DCA,435,RSETozIzLjLQdvO1tO9iRU00q,320.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,510,120,21
366,389,DCA,428,RSETozIzLjLQdvO1tO9iRU012,320.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,503,120,26
367,389,DCA,441,RSETozIzLjLQdvO1tO9iRU015,320.60,1,68,2016-01-25T13:00,2016-01-25T14:39-05:00,522,120,21
368,389,DCA,400,RSETozIzLjLQdvO1tO9iRU00z,320.60,1,68,2016-01-25T14:15,2016-01-25T15:59-05:00,476,120,22
369,390,DCA,653,RSETozIzLjLQdvO1tO9iRU06X,321.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,728,120,21
370,390,DCA,698,RSETozIzLjLQdvO1tO9iRU06p,321.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,773,120,21
371,390,DCA,557,RSETozIzLjLQdvO1tO9iRU044,321.60,1,68,2016-01-25T14:15,2016-01-25T15:59-05:00,633,120,22
372,390,DCA,698,RSETozIzLjLQdvO1tO9iRU06q,321.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,773,120,21
373,390,DCA,593,RSETozIzLjLQdvO1tO9iRU061,321.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,668,120,21
374,390,DCA,758,RSETozIzLjLQdvO1tO9iRU07D,321.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,833,120,21
375,390,DCA,613,RSETozIzLjLQdvO1tO9iRU06E,321.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,688,120,22
376,390,DCA,673,RSETozIzLjLQdvO1tO9iRU06g,321.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,748,120,21
377,390,DCA,698,RSETozIzLjLQdvO1tO9iRU06o,321.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,773,120,21
378,390,DCA,733,RSETozIzLjLQdvO1tO9iRU075,321.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,808,120,21
379,391,DCA,678,RSETozIzLjLQdvO1tO9iRU06k,322.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,753,120,21
380,391,DCA,625,RSETozIzLjLQdvO1tO9iRU07Y,322.60,1,68,2016-01-25T13:00,2016-01-25T14:39-05:00,706,120,21
381,391,DCA,686,RSETozIzLjLQdvO1tO9iRU043,322.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,761,120,21
382,391,DCA,618,RSETozIzLjLQdvO1tO9iRU06J,322.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,693,120,21
383,396,DCA,682,RSETozIzLjLQdvO1tO9iRU046,327.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,757,120,21
