id,totalcost,airport,totalduration,flightid,flightcost,drivingcost,parkingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration
384,396,DCA,705,RSETozIzLjLQdvO1tO9iRU04M,327.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,780,120,21
385,396,DCA,666,RSETozIzLjLQdvO1tO9iRU03w,327.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,741,120,21
386,396,DCA,847,RSETozIzLjLQdvO1tO9iRU05r,327.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,922,120,21
387,396,DCA,757,RSETozIzLjLQdvO1tO9iRU053,327.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,832,120,21
388,396,DCA,771,RSETozIzLjLQdvO1tO9iRU057,327.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,846,120,21
389,400,DCA,715,RSETozIzLjLQdvO1tO9iRU078,331.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,790,120,26
390,396,DCA,742,RSETozIzLjLQdvO1tO9iRU04v,327.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,817,120,21
391,396,DCA,653,RSETozIzLjLQdvO1tO9iRU03n,327.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,728,120,22
392,396,DCA,719,RSETozIzLjLQdvO1tO9iRU04i,327.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,794,120,22
393,397,DCA,725,RSETozIzLjLQdvO1tO9iRU04o,328.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,800,120,21
394,397,DCA,680,RSETozIzLjLQdvO1tO9iRU04A,328.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,755,120,21
395,397,DCA,680,RSETozIzLjLQdvO1tO9iRU049,328.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,755,120,21
396,397,DCA,650,RSETozIzLjLQdvO1tO9iRU03i,328.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,725,120,21
397,397,DCA,710,RSETozIzLjLQdvO1tO9iRU04X,328.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,785,120,21
398,397,DCA,605,RSETozIzLjLQdvO1tO9iRU038,328.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,680,120,21
399,397,DCA,545,RSETozIzLjLQdvO1tO9iRU02X,328.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,620,120,21
400,397,DCA,560,RSETozIzLjLQdvO1tO9iRU02c,328.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,635,120,21
401,397,DCA,620,RSETozIzLjLQdvO1tO9iRU03L,328.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,695,120,21
402,397,DCA,620,RSETozIzLjLQdvO1tO9iRU03M,328.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,695,120,21
403,397,DCA,785,RSETozIzLjLQdvO1tO9iRU05O,328.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,860,120,21
404,397,DCA,725,RSETozIzLjLQdvO1tO9iRU04p,328.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,800,120,21
405,397,DCA,710,RSETozIzLjLQdvO1tO9iRU04Y,328.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,785,120,21
406,415,DCA,749,RSETozIzLjLQdvO1tO9iRU07O,346.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,824,120,21
407,425,DCA,648,RSETozIzLjLQdvO1tO9iRU071,356.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,718,120,21
408,429,DCA,656,RSETozIzLjLQdvO1tO9iRU04s,360.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,731,120,26
409,429,DCA,791,RSETozIzLjLQdvO1tO9iRU069,360.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,872,120,21
410,429,DCA,656,RSETozIzLjLQdvO1tO9iRU04r,360.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,731,120,26
411,430,DCA,658,RSETozIzLjLQdvO1tO9iRU07B,361.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,728,120,21
412,438,DCA,745,RSETozIzLjLQdvO1tO9iRU07c,369.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,820,120,21
413,438,DCA,744,RSETozIzLjLQdvO1tO9iRU07b,369.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,819,120,21
414,438,DCA,782,RSETozIzLjLQdvO1tO9iRU07l,369.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,857,120,21
415,438,DCA,685,RSETozIzLjLQdvO1tO9iRU07L,369.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,760,120,21
416,439,DCA,712,RSETozIzLjLQdvO1tO9iRU05a,370.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,787,120,21
417,439,DCA,717,RSETozIzLjLQdvO1tO9iRU05f,370.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,792,120,21
418,439,DCA,681,RSETozIzLjLQdvO1tO9iRU05J,370.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,756,120,21
419,439,DCA,668,RSETozIzLjLQdvO1tO9iRU059,370.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,743,120,21
420,439,DCA,696,RSETozIzLjLQdvO1tO9iRU05S,370.60,1,68,2016-01-25T08:45,2016-01-25T10:30-05:00,771,120,21
421,444,DCA,741,RSETozIzLjLQdvO1tO9iRU07e,375.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,816,120,26
422,444,DCA,681,RSETozIzLjLQdvO1tO9iRU07N,375.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,751,120,21
423,446,DCA,771,RSETozIzLjLQdvO1tO9iRU06H,377.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,846,120,21
424,446,DCA,715,RSETozIzLjLQdvO1tO9iRU05l,377.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,793,120,21
425,446,DCA,750,RSETozIzLjLQdvO1tO9iRU067,377.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,825,120,26
426,446,DCA,742,RSETozIzLjLQdvO1tO9iRU063,377.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,823,120,21
427,446,DCA,607,RSETozIzLjLQdvO1tO9iRU04n,377.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,682,120,26
428,446,DCA,750,RSETozIzLjLQdvO1tO9iRU066,377.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,825,120,26
429,446,DCA,659,RSETozIzLjLQdvO1tO9iRU05L,377.60,1,68,2016-01-25T13:00,2016-01-25T14:39-05:00,740,120,21
430,446,DCA,742,RSETozIzLjLQdvO1tO9iRU064,377.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,823,120,21
431,401,DCA,701,RSETozIzLjLQdvO1tO9iRU04a,332.60,1,68,2016-01-25T04:00,2016-01-25T05:45-05:00,776,120,21
432,401,DCA,780,RSETozIzLjLQdvO1tO9iRU05P,332.60,1,68,2016-01-25T04:00,2016-01-25T05:45-05:00,855,120,21
433,402,DCA,700,RSETozIzLjLQdvO1tO9iRU072,333.60,1,68,2016-01-25T04:00,2016-01-25T05:45-05:00,775,120,21
434,404,DCA,681,RSETozIzLjLQdvO1tO9iRU06v,335.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,751,120,21
435,405,DCA,581,RSETozIzLjLQdvO1tO9iRU00V,336.60,1,68,2016-01-25T13:15,2016-01-25T14:55-05:00,661,120,21
436,413,DCA,580,RSETozIzLjLQdvO1tO9iRU00Q,344.60,1,68,2016-01-25T06:15,2016-01-25T08:00-05:00,655,120,21
437,414,DCA,740,RSETozIzLjLQdvO1tO9iRU07K,345.60,1,68,2016-01-25T06:45,2016-01-25T08:30-05:00,815,120,21
438,417,DCA,755,RSETozIzLjLQdvO1tO9iRU00W,348.60,1,68,2016-01-25T06:15,2016-01-25T08:00-05:00,830,120,21
439,420,DCA,733,RSETozIzLjLQdvO1tO9iRU07M,351.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,808,120,21
440,420,DCA,758,RSETozIzLjLQdvO1tO9iRU07U,351.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,833,120,21
441,420,DCA,698,RSETozIzLjLQdvO1tO9iRU07E,351.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,773,120,21
442,421,DCA,695,RSETozIzLjLQdvO1tO9iRU04y,352.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,765,120,21
443,421,DCA,629,RSETozIzLjLQdvO1tO9iRU04B,352.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,704,120,21
444,421,DCA,629,RSETozIzLjLQdvO1tO9iRU04C,352.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,704,120,21
445,424,DCA,627,RSETozIzLjLQdvO1tO9iRU04D,355.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,702,120,21
446,424,DCA,567,RSETozIzLjLQdvO1tO9iRU03N,355.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,642,120,21
447,424,DCA,507,RSETozIzLjLQdvO1tO9iRU02j,355.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,582,120,22
448,428,DCA,599,RSETozIzLjLQdvO1tO9iRU045,359.60,1,68,2016-01-25T08:00,2016-01-25T09:45-05:00,674,120,21
449,428,DCA,764,RSETozIzLjLQdvO1tO9iRU05m,359.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,839,120,21
450,428,DCA,659,RSETozIzLjLQdvO1tO9iRU04t,359.60,1,68,2016-01-25T07:00,2016-01-25T08:45-05:00,734,120,21
451,428,DCA,719,RSETozIzLjLQdvO1tO9iRU05R,359.60,1,68,2016-01-25T06:00,2016-01-25T07:45-05:00,794,120,21
452,441,DCA,495,RSETozIzLjLQdvO1tO9iRU00r,372.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,570,120,21
453,447,DCA,725,RSETozIzLjLQdvO1tO9iRU05s,378.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,800,120,21
454,447,DCA,725,RSETozIzLjLQdvO1tO9iRU05t,378.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,800,120,21
455,452,DCA,545,RSETozIzLjLQdvO1tO9iRU06n,383.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,620,120,21
456,457,DCA,745,RSETozIzLjLQdvO1tO9iRU00Y,388.60,1,68,2016-01-25T10:00,2016-01-25T11:50-05:00,815,120,21
457,487,DCA,772,RSETozIzLjLQdvO1tO9iRU06y,418.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,850,120,21
458,490,DCA,686,RSETozIzLjLQdvO1tO9iRU06P,421.60,1,68,2016-01-25T08:45,2016-01-25T10:29-05:00,762,120,21
459,490,DCA,698,RSETozIzLjLQdvO1tO9iRU07v,421.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,773,120,21
460,447,DCA,650,RSETozIzLjLQdvO1tO9iRU05B,378.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,725,120,21
461,447,DCA,620,RSETozIzLjLQdvO1tO9iRU04x,378.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,701,120,21
462,449,DCA,711,RSETozIzLjLQdvO1tO9iRU05n,380.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,792,120,21
463,449,DCA,730,RSETozIzLjLQdvO1tO9iRU05y,380.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,805,120,21
464,449,DCA,790,RSETozIzLjLQdvO1tO9iRU06S,380.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,865,120,21
465,449,DCA,576,RSETozIzLjLQdvO1tO9iRU04J,380.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,651,120,26
466,453,DCA,816,RSETozIzLjLQdvO1tO9iRU06j,384.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,891,120,21
467,453,DCA,479,RSETozIzLjLQdvO1tO9iRU01w,384.60,1,68,2016-01-25T06:45,2016-01-25T08:30-05:00,554,120,21
468,453,DCA,743,RSETozIzLjLQdvO1tO9iRU06B,384.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,818,120,21
469,453,DCA,648,RSETozIzLjLQdvO1tO9iRU05N,384.60,1,68,2016-01-25T08:45,2016-01-25T10:29-05:00,724,120,21
470,467,DCA,590,RSETozIzLjLQdvO1tO9iRU055,398.60,1,68,2016-01-25T12:00,2016-01-25T13:37-05:00,673,120,22
471,476,DCA,653,RSETozIzLjLQdvO1tO9iRU05v,407.60,1,68,2016-01-25T12:00,2016-01-25T13:37-05:00,736,120,22
472,476,DCA,711,RSETozIzLjLQdvO1tO9iRU06N,407.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,789,120,21
473,476,DCA,758,RSETozIzLjLQdvO1tO9iRU06e,407.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,828,120,21
474,476,DCA,584,RSETozIzLjLQdvO1tO9iRU05E,407.60,1,68,2016-01-25T14:15,2016-01-25T15:59-05:00,660,120,22
475,476,DCA,787,RSETozIzLjLQdvO1tO9iRU06t,407.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,865,120,21
476,476,DCA,711,RSETozIzLjLQdvO1tO9iRU06M,407.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,789,120,21
477,477,DCA,665,RSETozIzLjLQdvO1tO9iRU060,408.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,743,120,21
478,477,DCA,740,RSETozIzLjLQdvO1tO9iRU06Z,408.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,810,120,21
479,477,DCA,725,RSETozIzLjLQdvO1tO9iRU06V,408.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,800,120,21
480,477,DCA,725,RSETozIzLjLQdvO1tO9iRU06W,408.60,1,68,2016-01-25T04:00,2016-01-25T05:45-05:00,800,120,21
481,477,DCA,650,RSETozIzLjLQdvO1tO9iRU05o,408.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,725,120,21
482,477,DCA,740,RSETozIzLjLQdvO1tO9iRU06a,408.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,810,120,21
483,477,DCA,665,RSETozIzLjLQdvO1tO9iRU05z,408.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,743,120,21
484,478,DCA,713,RSETozIzLjLQdvO1tO9iRU06O,409.61,1,68,2016-01-25T10:15,2016-01-25T12:00-05:00,788,120,21
485,485,DCA,714,RSETozIzLjLQdvO1tO9iRU00a,416.60,1,68,2016-01-25T11:30,2016-01-25T13:10-05:00,794,120,22
486,485,DCA,655,RSETozIzLjLQdvO1tO9iRU00X,416.60,1,68,2016-01-25T11:30,2016-01-25T13:10-05:00,735,120,22
487,485,DCA,790,RSETozIzLjLQdvO1tO9iRU06z,416.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,860,120,21
488,488,DCA,548,RSETozIzLjLQdvO1tO9iRU056,419.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,623,120,21
489,493,DCA,663,RSETozIzLjLQdvO1tO9iRU07o,424.60,1,68,2016-01-25T10:00,2016-01-25T11:45-05:00,738,120,21
490,493,DCA,543,RSETozIzLjLQdvO1tO9iRU07G,424.60,1,68,2016-01-25T12:00,2016-01-25T13:45-05:00,618,120,22
491,493,DCA,603,RSETozIzLjLQdvO1tO9iRU07Z,424.60,1,68,2016-01-25T11:00,2016-01-25T12:45-05:00,678,120,21
492,494,DCA,565,RSETozIzLjLQdvO1tO9iRU07Q,425.60,1,68,2016-01-25T04:00,2016-01-25T05:45-05:00,640,120,21
493,495,DCA,569,RSETozIzLjLQdvO1tO9iRU05Y,426.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,644,120,21
494,495,DCA,629,RSETozIzLjLQdvO1tO9iRU062,426.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,704,120,21
495,496,DCA,686,RSETozIzLjLQdvO1tO9iRU00Z,427.60,1,68,2016-01-25T11:30,2016-01-25T13:10-05:00,766,120,22
496,501,DCA,763,RSETozIzLjLQdvO1tO9iRU079,432.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,838,120,21
497,501,DCA,569,RSETozIzLjLQdvO1tO9iRU05g,432.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,644,120,21
498,504,DCA,689,RSETozIzLjLQdvO1tO9iRU082,435.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,767,120,21
499,507,DCA,713,RSETozIzLjLQdvO1tO9iRU06u,438.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,791,120,21
500,512,DCA,408,RSETozIzLjLQdvO1tO9iRU05e,443.60,1,68,2016-01-25T14:15,2016-01-25T15:59-05:00,484,120,22
501,513,DCA,579,RSETozIzLjLQdvO1tO9iRU06x,444.60,1,68,2016-01-25T06:15,2016-01-25T08:00-05:00,654,120,21
502,514,DCA,763,RSETozIzLjLQdvO1tO9iRU07F,445.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,838,120,21
503,514,DCA,658,RSETozIzLjLQdvO1tO9iRU06h,445.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,739,120,21
504,518,DCA,710,RSETozIzLjLQdvO1tO9iRU073,449.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,785,120,21
505,518,DCA,650,RSETozIzLjLQdvO1tO9iRU06d,449.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,725,120,21
506,528,DCA,535,RSETozIzLjLQdvO1tO9iRU05u,459.60,1,68,2016-01-25T04:00,2016-01-25T05:45-05:00,610,120,21
507,528,DCA,796,RSETozIzLjLQdvO1tO9iRU07X,459.61,1,68,2016-01-25T06:45,2016-01-25T08:35-05:00,866,120,21
508,528,DCA,586,RSETozIzLjLQdvO1tO9iRU06L,459.61,1,68,2016-01-25T10:15,2016-01-25T12:00-05:00,661,120,21
509,221,IAD,355,0FYkDuZ1Gh6TlvJMkNtn19001,180.10,1,40,2016-01-25T14:00,2016-01-25T17:05-05:00,350,120,52
510,255,IAD,761,0FYkDuZ1Gh6TlvJMkNtn1901U,214.60,1,40,2016-01-25T03:00,2016-01-25T06:05-05:00,756,120,54
511,255,IAD,705,0FYkDuZ1Gh6TlvJMkNtn1901F,214.60,1,40,2016-01-25T05:15,2016-01-25T08:13-05:00,707,120,52
512,530,DCA,555,RSETozIzLjLQdvO1tO9iRU06A,461.60,1,68,2016-01-25T12:45,2016-01-25T14:30-05:00,630,120,22
513,533,DCA,576,RSETozIzLjLQdvO1tO9iRU07t,464.60,1,68,2016-01-25T12:00,2016-01-25T13:37-05:00,659,120,22
514,538,DCA,765,RSETozIzLjLQdvO1tO9iRU07V,469.60,1,68,2016-01-25T09:15,2016-01-25T11:00-05:00,840,120,26
515,540,DCA,629,RSETozIzLjLQdvO1tO9iRU06r,471.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,704,120,21
516,545,DCA,629,RSETozIzLjLQdvO1tO9iRU06w,476.60,1,68,2016-01-25T04:15,2016-01-25T06:00-05:00,704,120,21
517,546,DCA,528,RSETozIzLjLQdvO1tO9iRU07m,477.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,598,120,21
518,555,DCA,687,RSETozIzLjLQdvO1tO9iRU00b,486.60,1,68,2016-01-25T06:15,2016-01-25T08:00-05:00,762,120,21
519,564,DCA,763,RSETozIzLjLQdvO1tO9iRU07k,495.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,838,120,21
520,569,DCA,816,RSETozIzLjLQdvO1tO9iRU080,500.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,891,120,21
521,569,DCA,711,RSETozIzLjLQdvO1tO9iRU07a,500.60,1,68,2016-01-25T07:00,2016-01-25T08:39-05:00,792,120,21
522,577,DCA,788,RSETozIzLjLQdvO1tO9iRU07x,508.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,858,120,21
523,604,DCA,569,RSETozIzLjLQdvO1tO9iRU07J,535.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,644,120,21
524,623,DCA,654,RSETozIzLjLQdvO1tO9iRU07s,554.60,1,68,2016-01-25T05:15,2016-01-25T07:00-05:00,729,120,21
525,623,DCA,666,RSETozIzLjLQdvO1tO9iRU07w,554.60,1,68,2016-01-25T08:45,2016-01-25T10:29-05:00,742,120,21
526,623,DCA,696,RSETozIzLjLQdvO1tO9iRU083,554.60,1,68,2016-01-25T08:45,2016-01-25T10:29-05:00,772,120,21
527,623,DCA,607,RSETozIzLjLQdvO1tO9iRU07f,554.60,1,68,2016-01-25T12:45,2016-01-25T14:30-05:00,682,120,22
528,625,DCA,644,RSETozIzLjLQdvO1tO9iRU07q,556.60,1,68,2016-01-25T04:00,2016-01-25T05:45-05:00,719,120,21
529,643,DCA,590,RSETozIzLjLQdvO1tO9iRU07p,574.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,668,120,21
530,643,DCA,665,RSETozIzLjLQdvO1tO9iRU084,574.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,735,120,21
531,644,DCA,564,RSETozIzLjLQdvO1tO9iRU07h,575.60,1,68,2016-01-25T06:45,2016-01-25T08:30-05:00,639,120,21
532,730,DCA,590,RSETozIzLjLQdvO1tO9iRU07z,661.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,660,120,21
533,730,DCA,558,RSETozIzLjLQdvO1tO9iRU07r,661.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,628,120,21
534,730,DCA,524,RSETozIzLjLQdvO1tO9iRU07j,661.60,1,68,2016-01-25T05:00,2016-01-25T06:50-05:00,594,120,21
535,730,DCA,588,RSETozIzLjLQdvO1tO9iRU081,661.60,1,68,2016-01-25T13:45,2016-01-25T15:30-05:00,663,120,21
536,730,DCA,516,RSETozIzLjLQdvO1tO9iRU07g,661.60,1,68,2016-01-25T10:15,2016-01-25T12:05-05:00,586,120,21
537,730,DCA,453,RSETozIzLjLQdvO1tO9iRU07W,661.60,1,68,2016-01-25T12:00,2016-01-25T13:37-05:00,536,120,22
538,730,DCA,449,RSETozIzLjLQdvO1tO9iRU07T,661.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,527,120,21
539,730,DCA,515,RSETozIzLjLQdvO1tO9iRU07i,661.60,1,68,2016-01-25T06:15,2016-01-25T07:57-05:00,593,120,21
540,730,DCA,450,RSETozIzLjLQdvO1tO9iRU07R,661.60,1,68,2016-01-25T13:45,2016-01-25T15:30-05:00,525,120,21
541,229,IAD,640,0FYkDuZ1Gh6TlvJMkNtn19006,188.60,1,40,2016-01-25T07:00,2016-01-25T10:00-05:00,640,120,52
542,229,IAD,580,0FYkDuZ1Gh6TlvJMkNtn19003,188.60,1,40,2016-01-25T07:00,2016-01-25T10:00-05:00,580,120,52
543,245,IAD,816,0FYkDuZ1Gh6TlvJMkNtn1901k,204.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,816,120,52
544,245,IAD,802,0FYkDuZ1Gh6TlvJMkNtn1901b,204.60,1,40,2016-01-25T09:30,2016-01-25T12:39-05:00,793,120,57
545,245,IAD,641,0FYkDuZ1Gh6TlvJMkNtn1900y,204.60,1,40,2016-01-25T09:30,2016-01-25T12:39-05:00,632,120,57
546,245,IAD,743,0FYkDuZ1Gh6TlvJMkNtn1901L,204.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,743,120,52
547,245,IAD,705,0FYkDuZ1Gh6TlvJMkNtn19016,204.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,705,120,52
548,245,IAD,717,0FYkDuZ1Gh6TlvJMkNtn1901A,204.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,717,120,52
549,245,IAD,668,0FYkDuZ1Gh6TlvJMkNtn19011,204.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,668,120,52
550,245,IAD,685,0FYkDuZ1Gh6TlvJMkNtn19013,204.60,1,40,2016-01-25T09:30,2016-01-25T12:39-05:00,676,120,57
551,245,IAD,787,0FYkDuZ1Gh6TlvJMkNtn1901Z,204.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,787,120,52
552,256,IAD,828,0FYkDuZ1Gh6TlvJMkNtn19023,215.60,1,40,2016-01-25T05:45,2016-01-25T08:45-05:00,828,120,52
553,256,IAD,573,0FYkDuZ1Gh6TlvJMkNtn1900F,215.60,1,40,2016-01-25T14:15,2016-01-25T17:10-05:00,578,120,53
554,290,IAD,787,0FYkDuZ1Gh6TlvJMkNtn1902Q,249.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,787,120,52
555,290,IAD,815,0FYkDuZ1Gh6TlvJMkNtn1900I,249.61,1,40,2016-01-25T11:00,2016-01-25T14:00-05:00,815,120,52
556,294,IAD,787,0FYkDuZ1Gh6TlvJMkNtn1902U,253.60,1,40,2016-01-25T09:45,2016-01-25T12:46-05:00,786,120,57
557,302,IAD,720,0FYkDuZ1Gh6TlvJMkNtn1901y,261.60,1,40,2016-01-25T09:15,2016-01-25T12:25-05:00,710,120,57
558,302,IAD,641,0FYkDuZ1Gh6TlvJMkNtn1901Q,261.60,1,40,2016-01-25T09:30,2016-01-25T12:40-05:00,631,120,57
559,313,IAD,688,0FYkDuZ1Gh6TlvJMkNtn19021,272.60,1,40,2016-01-25T06:30,2016-01-25T09:30-05:00,688,120,52
560,313,IAD,630,0FYkDuZ1Gh6TlvJMkNtn1901c,272.60,1,40,2016-01-25T06:30,2016-01-25T09:30-05:00,630,120,52
561,315,IAD,790,0FYkDuZ1Gh6TlvJMkNtn19037,274.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,790,120,52
562,319,IAD,569,0FYkDuZ1Gh6TlvJMkNtn1901K,278.60,1,40,2016-01-25T05:15,2016-01-25T08:21-05:00,563,120,52
563,319,IAD,629,0FYkDuZ1Gh6TlvJMkNtn1901f,278.60,1,40,2016-01-25T05:15,2016-01-25T08:21-05:00,623,120,52
564,260,IAD,821,0FYkDuZ1Gh6TlvJMkNtn19028,219.60,1,40,2016-01-25T06:30,2016-01-25T09:30-05:00,821,120,52
565,260,IAD,558,0FYkDuZ1Gh6TlvJMkNtn1900E,219.60,1,40,2016-01-25T14:30,2016-01-25T17:25-05:00,563,120,53
566,266,IAD,513,0FYkDuZ1Gh6TlvJMkNtn19005,225.59,1,40,2016-01-25T17:15,2016-01-25T20:17-05:00,511,120,53
567,266,IAD,503,0FYkDuZ1Gh6TlvJMkNtn19004,225.59,1,40,2016-01-25T03:30,2016-01-25T06:30-05:00,503,120,54
568,276,IAD,772,0FYkDuZ1Gh6TlvJMkNtn19024,235.60,1,40,2016-01-25T10:00,2016-01-25T12:52-05:00,780,120,52
569,276,IAD,828,0FYkDuZ1Gh6TlvJMkNtn1902Y,235.60,1,40,2016-01-25T10:00,2016-01-25T12:52-05:00,836,120,52
570,276,IAD,573,0FYkDuZ1Gh6TlvJMkNtn19010,235.60,1,40,2016-01-25T10:00,2016-01-25T12:52-05:00,581,120,52
571,279,IAD,787,0FYkDuZ1Gh6TlvJMkNtn1902G,238.60,1,40,2016-01-25T05:15,2016-01-25T08:17-05:00,785,120,52
572,279,IAD,711,0FYkDuZ1Gh6TlvJMkNtn1901W,238.60,1,40,2016-01-25T09:30,2016-01-25T12:40-05:00,701,120,57
