128.1	352	72	yes
200.6	508	21	yes
156.6	587	68	yes
156.6	607	68	yes
252.6	620	22	yes
252.6	680	21	yes
252.6	740	21	yes
300.6	710	52	yes
452.6	567	52	yes
400.6	776	72	yes
350.6	887	72	yes
653.1	351	52	no
653.1	360	52	no
653.1	360	52	no
653.1	360	52	no
653.1	362	53	no
653.1	360	57	no
500.6	792	21	no
500.6	891	21	no
607.6	634	57	no
553.6	774	54	no
724.6	693	72	no
826.6	570	72	no
826.6	638	72	no
826.6	638	72	no
826.6	663	72	no
826.6	730	72	no
934.6	658	67	no
1586.6	583	67	no
1586.6	891	72	no
