id,totalcost,totalduration,airport,flightid,flightcost,parkingcost,drivingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration,airline,costperhour
658,529.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1906c,487.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,735,120,57,UA,35.3140000000000000
659,529.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1906b,487.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,735,120,57,UA,35.3140000000000000
660,532.71,838,IAD,0FYkDuZ1Gh6TlvJMkNtn1900X,490.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,666,120,52,UA,40.9776923076923077
661,539.71,870,IAD,0FYkDuZ1Gh6TlvJMkNtn1900a,497.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,698,120,52,UA,38.5507142857142857
662,551.71,873,IAD,0FYkDuZ1Gh6TlvJMkNtn1906i,509.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,699,120,54,UA,39.4078571428571429
663,552.71,987,IAD,0FYkDuZ1Gh6TlvJMkNtn1907O,510.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:16-05:00,815,120,52,UA,34.5443750000000000
664,552.71,816,IAD,0FYkDuZ1Gh6TlvJMkNtn1906T,510.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,639,120,57,UA,42.5161538461538462
665,554.71,757,IAD,0FYkDuZ1Gh6TlvJMkNtn1907i,512.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,580,120,57,UA,46.2258333333333333
666,560.71,926,IAD,0FYkDuZ1Gh6TlvJMkNtn19077,518.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,749,120,57,UA,37.3806666666666667
667,567.71,954,IAD,0FYkDuZ1Gh6TlvJMkNtn1900d,525.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,780,120,54,UA,37.8473333333333333
668,568.71,864,IAD,0FYkDuZ1Gh6TlvJMkNtn1900b,526.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,692,120,52,UA,40.6221428571428571
669,571.71,697,IAD,0FYkDuZ1Gh6TlvJMkNtn1900V,529.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,525,120,52,UA,51.9736363636363636
670,576.71,942,IAD,0FYkDuZ1Gh6TlvJMkNtn1907V,534.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,770,120,52,UA,38.4473333333333333
671,576.71,871,IAD,0FYkDuZ1Gh6TlvJMkNtn19072,534.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,697,120,54,UA,41.1935714285714286
672,576.71,749,IAD,0FYkDuZ1Gh6TlvJMkNtn1906O,534.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,577,120,52,UA,48.0591666666666667
673,582.71,839,IAD,0FYkDuZ1Gh6TlvJMkNtn1900c,540.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,667,120,52,UA,44.8238461538461538
674,588.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1907T,546.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,740,120,52,UA,39.2473333333333333
675,595.71,948,IAD,0FYkDuZ1Gh6TlvJMkNtn1907j,553.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,774,120,54,UA,39.7140000000000000
676,601.71,880,IAD,0FYkDuZ1Gh6TlvJMkNtn1907P,559.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,703,120,57,UA,42.9792857142857143
677,601.71,877,IAD,0FYkDuZ1Gh6TlvJMkNtn1907R,559.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,705,120,52,UA,42.9792857142857143
678,601.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn1907G,559.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,683,120,57,UA,42.9792857142857143
679,601.71,798,IAD,0FYkDuZ1Gh6TlvJMkNtn1906u,559.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,626,120,52,UA,46.2853846153846154
680,601.71,877,IAD,0FYkDuZ1Gh6TlvJMkNtn1907S,559.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,705,120,52,UA,42.9792857142857143
681,604.71,935,IAD,0FYkDuZ1Gh6TlvJMkNtn1907o,562.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,761,120,54,UA,40.3140000000000000
682,686.71,814,IAD,0FYkDuZ1Gh6TlvJMkNtn1907K,644.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:12-05:00,642,120,52,UA,52.8238461538461538
683,702.71,722,IAD,0FYkDuZ1Gh6TlvJMkNtn1907u,660.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,550,120,52,UA,58.5591666666666667
684,617.71,821,IAD,0FYkDuZ1Gh6TlvJMkNtn1907I,575.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,649,120,52,UA,47.5161538461538462
685,703.71,683,IAD,0FYkDuZ1Gh6TlvJMkNtn1906r,661.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,511,120,52,UA,63.9736363636363636
686,703.71,736,IAD,0FYkDuZ1Gh6TlvJMkNtn19078,661.60,40.00,2.11,2016-01-25T14:15,2016-01-25T17:10-05:00,563,120,53,UA,58.6425000000000000
687,636.71,785,IAD,0FYkDuZ1Gh6TlvJMkNtn1907M,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,608,120,57,UA,48.9776923076923077
688,636.71,823,IAD,0FYkDuZ1Gh6TlvJMkNtn1907Z,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,646,120,57,UA,48.9776923076923077
689,636.71,833,IAD,0FYkDuZ1Gh6TlvJMkNtn1907b,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,656,120,57,UA,48.9776923076923077
690,636.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1907v,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,710,120,57,UA,45.4792857142857143
691,636.71,893,IAD,0FYkDuZ1Gh6TlvJMkNtn1907y,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,716,120,57,UA,45.4792857142857143
692,636.71,803,IAD,0FYkDuZ1Gh6TlvJMkNtn1907U,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,626,120,57,UA,48.9776923076923077
693,649.71,811,IAD,0FYkDuZ1Gh6TlvJMkNtn1907h,607.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,634,120,57,UA,49.9776923076923077
694,665.71,634,IAD,0FYkDuZ1Gh6TlvJMkNtn19060,623.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,462,120,52,UA,66.5710000000000000
695,665.71,730,IAD,0FYkDuZ1Gh6TlvJMkNtn1906Z,623.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:23-05:00,558,120,52,UA,55.4758333333333333
696,665.71,627,IAD,0FYkDuZ1Gh6TlvJMkNtn1905t,623.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,450,120,57,UA,66.5710000000000000
697,665.71,803,IAD,0FYkDuZ1Gh6TlvJMkNtn1906w,623.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,631,120,52,UA,51.2084615384615385
698,665.71,811,IAD,0FYkDuZ1Gh6TlvJMkNtn19071,623.60,40.00,2.11,2016-01-25T13:15,2016-01-25T16:10-05:00,638,120,53,UA,51.2084615384615385
699,665.71,712,IAD,0FYkDuZ1Gh6TlvJMkNtn1906W,623.60,40.00,2.11,2016-01-25T14:45,2016-01-25T17:49-05:00,539,120,53,UA,60.5190909090909091
700,665.71,739,IAD,0FYkDuZ1Gh6TlvJMkNtn1906f,623.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,567,120,52,UA,55.4758333333333333
701,690.71,743,IAD,0FYkDuZ1Gh6TlvJMkNtn1907r,648.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,566,120,57,UA,57.5591666666666667
702,695.21,535,IAD,0FYkDuZ1Gh6TlvJMkNtn1900j,653.10,40.00,2.11,2016-01-25T17:15,2016-01-25T20:14-05:00,362,120,53,UA,86.9012500000000000
703,695.21,537,IAD,0FYkDuZ1Gh6TlvJMkNtn1900i,653.10,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,360,120,57,UA,86.9012500000000000
704,695.21,532,IAD,0FYkDuZ1Gh6TlvJMkNtn1900f,653.10,40.00,2.11,2016-01-25T14:00,2016-01-25T17:07-05:00,360,120,52,UA,86.9012500000000000
705,695.21,523,IAD,0FYkDuZ1Gh6TlvJMkNtn1900e,653.10,40.00,2.11,2016-01-25T12:45,2016-01-25T15:45-05:00,351,120,52,UA,86.9012500000000000
706,695.21,532,IAD,0FYkDuZ1Gh6TlvJMkNtn1900h,653.10,40.00,2.11,2016-01-25T06:15,2016-01-25T09:15-05:00,360,120,52,UA,86.9012500000000000
707,695.21,532,IAD,0FYkDuZ1Gh6TlvJMkNtn1900g,653.10,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,360,120,52,UA,86.9012500000000000
708,276.71,1004,IAD,0FYkDuZ1Gh6TlvJMkNtn19056,234.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,827,120,57,UA,17.2943750000000000
709,291.71,959,IAD,0FYkDuZ1Gh6TlvJMkNtn1902Q,249.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,787,120,52,UA,19.4473333333333333
710,328.71,693,IAD,0FYkDuZ1Gh6TlvJMkNtn1900A,286.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,516,120,57,UA,29.8827272727272727
711,328.71,707,IAD,0FYkDuZ1Gh6TlvJMkNtn1900D,286.60,40.00,2.11,2016-01-25T15:00,2016-01-25T18:05-05:00,534,120,53,UA,29.8827272727272727
712,328.71,844,IAD,0FYkDuZ1Gh6TlvJMkNtn19017,286.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,667,120,57,UA,23.4792857142857143
713,328.71,700,IAD,0FYkDuZ1Gh6TlvJMkNtn1900B,286.60,40.00,2.11,2016-01-25T14:00,2016-01-25T17:05-05:00,528,120,52,UA,29.8827272727272727
714,328.71,766,IAD,0FYkDuZ1Gh6TlvJMkNtn1900k,286.60,40.00,2.11,2016-01-25T14:00,2016-01-25T17:05-05:00,594,120,52,UA,27.3925000000000000
715,330.71,967,IAD,0FYkDuZ1Gh6TlvJMkNtn1903V,288.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,795,120,52,UA,20.6693750000000000
716,330.71,838,IAD,0FYkDuZ1Gh6TlvJMkNtn1902H,288.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,666,120,52,UA,25.4392307692307692
717,330.71,894,IAD,0FYkDuZ1Gh6TlvJMkNtn1902j,288.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,722,120,52,UA,23.6221428571428571
718,330.71,956,IAD,0FYkDuZ1Gh6TlvJMkNtn1903L,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,784,120,52,UA,22.0473333333333333
719,330.71,989,IAD,0FYkDuZ1Gh6TlvJMkNtn1903h,288.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,817,120,52,UA,20.6693750000000000
720,355.71,958,IAD,0FYkDuZ1Gh6TlvJMkNtn1903z,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,786,120,52,UA,23.7140000000000000
721,355.71,810,IAD,0FYkDuZ1Gh6TlvJMkNtn1902T,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,638,120,52,UA,27.3623076923076923
722,355.71,914,IAD,0FYkDuZ1Gh6TlvJMkNtn1905l,313.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,740,120,54,UA,23.7140000000000000
723,355.71,1000,IAD,0FYkDuZ1Gh6TlvJMkNtn1904N,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,828,120,52,UA,22.2318750000000000
724,355.71,980,IAD,0FYkDuZ1Gh6TlvJMkNtn1904C,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,808,120,52,UA,22.2318750000000000
725,355.71,829,IAD,0FYkDuZ1Gh6TlvJMkNtn1902h,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,657,120,52,UA,27.3623076923076923
726,355.71,929,IAD,0FYkDuZ1Gh6TlvJMkNtn1903i,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,757,120,52,UA,23.7140000000000000
727,355.71,885,IAD,0FYkDuZ1Gh6TlvJMkNtn1903D,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,713,120,52,UA,25.4078571428571429
728,355.71,720,IAD,0FYkDuZ1Gh6TlvJMkNtn1901i,313.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,548,120,52,UA,29.6425000000000000
729,355.71,859,IAD,0FYkDuZ1Gh6TlvJMkNtn1902x,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,687,120,52,UA,25.4078571428571429
730,355.71,979,IAD,0FYkDuZ1Gh6TlvJMkNtn1906K,313.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,805,120,54,UA,22.2318750000000000
731,398.71,855,IAD,0FYkDuZ1Gh6TlvJMkNtn1906C,356.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,678,120,57,UA,28.4792857142857143
732,398.71,1000,IAD,0FYkDuZ1Gh6TlvJMkNtn1906x,356.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,828,120,52,UA,24.9193750000000000
733,460.71,1006,IAD,0FYkDuZ1Gh6TlvJMkNtn1906I,418.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,834,120,52,UA,28.7943750000000000
734,460.71,994,IAD,0FYkDuZ1Gh6TlvJMkNtn1906D,418.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,822,120,52,UA,28.7943750000000000
735,460.71,884,IAD,0FYkDuZ1Gh6TlvJMkNtn1905O,418.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,712,120,52,UA,32.9078571428571429
736,463.71,865,IAD,0FYkDuZ1Gh6TlvJMkNtn19075,421.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,693,120,52,UA,33.1221428571428571
737,463.71,925,IAD,0FYkDuZ1Gh6TlvJMkNtn1907Q,421.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,748,120,57,UA,30.9140000000000000
738,505.71,917,IAD,0FYkDuZ1Gh6TlvJMkNtn19080,463.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,745,120,52,UA,33.7140000000000000
739,586.71,935,IAD,0FYkDuZ1Gh6TlvJMkNtn1907X,544.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,761,120,54,UA,39.1140000000000000
740,586.71,1014,IAD,0FYkDuZ1Gh6TlvJMkNtn19082,544.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,840,120,54,UA,36.6693750000000000
741,599.71,855,IAD,0FYkDuZ1Gh6TlvJMkNtn1907E,557.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:37-05:00,678,120,57,UA,42.8364285714285714
742,618.71,878,IAD,0FYkDuZ1Gh6TlvJMkNtn1907e,576.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,704,120,54,UA,44.1935714285714286
743,618.71,878,IAD,0FYkDuZ1Gh6TlvJMkNtn1907f,576.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,704,120,54,UA,44.1935714285714286
744,222.21,522,IAD,0FYkDuZ1Gh6TlvJMkNtn19002,180.10,40.00,2.11,2016-01-25T06:00,2016-01-25T09:00-05:00,350,120,52,VX,27.7762500000000000
745,256.71,847,IAD,0FYkDuZ1Gh6TlvJMkNtn19015,214.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,670,120,57,UA,18.3364285714285714
746,256.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1902D,214.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,837,120,52,UA,16.0443750000000000
747,256.71,788,IAD,0FYkDuZ1Gh6TlvJMkNtn1900o,214.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,616,120,52,UA,19.7469230769230769
748,256.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1902E,214.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,837,120,52,UA,16.0443750000000000
749,256.71,992,IAD,0FYkDuZ1Gh6TlvJMkNtn1901w,214.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,820,120,52,UA,16.0443750000000000
750,256.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1902B,214.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,835,120,54,UA,16.0443750000000000
751,256.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1902A,214.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,835,120,54,UA,16.0443750000000000
752,256.71,867,IAD,0FYkDuZ1Gh6TlvJMkNtn1901B,214.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,695,120,52,UA,18.3364285714285714
753,256.71,800,IAD,0FYkDuZ1Gh6TlvJMkNtn1900q,214.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,628,120,52,UA,19.7469230769230769
754,256.71,879,IAD,0FYkDuZ1Gh6TlvJMkNtn1901G,214.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,707,120,52,UA,18.3364285714285714
755,256.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1901I,214.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,715,120,52,UA,18.3364285714285714
756,326.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1902n,284.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,738,120,52,UA,21.7806666666666667
757,326.71,849,IAD,0FYkDuZ1Gh6TlvJMkNtn1902I,284.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,677,120,52,UA,23.3364285714285714
758,369.71,900,IAD,0FYkDuZ1Gh6TlvJMkNtn1903m,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,728,120,52,UA,24.6473333333333333
759,369.71,900,IAD,0FYkDuZ1Gh6TlvJMkNtn1903n,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,728,120,52,UA,24.6473333333333333
760,369.71,992,IAD,0FYkDuZ1Gh6TlvJMkNtn1904f,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,820,120,52,UA,23.1068750000000000
761,387.71,997,IAD,0FYkDuZ1Gh6TlvJMkNtn1906q,345.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,825,120,52,UA,24.2318750000000000
762,387.71,992,IAD,0FYkDuZ1Gh6TlvJMkNtn1904q,345.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:11-05:00,820,120,52,UA,24.2318750000000000
763,401.71,846,IAD,0FYkDuZ1Gh6TlvJMkNtn1903x,359.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,674,120,52,UA,28.6935714285714286
764,426.71,983,IAD,0FYkDuZ1Gh6TlvJMkNtn1905Q,384.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,811,120,52,UA,26.6693750000000000
765,426.71,867,IAD,0FYkDuZ1Gh6TlvJMkNtn1904k,384.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,690,120,57,UA,30.4792857142857143
766,449.71,965,IAD,0FYkDuZ1Gh6TlvJMkNtn1905a,407.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,788,120,57,UA,28.1068750000000000
767,449.71,899,IAD,0FYkDuZ1Gh6TlvJMkNtn1905G,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,727,120,52,UA,32.1221428571428571
768,449.71,875,IAD,0FYkDuZ1Gh6TlvJMkNtn19057,407.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:23-05:00,703,120,52,UA,32.1221428571428571
769,449.71,823,IAD,0FYkDuZ1Gh6TlvJMkNtn1904n,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,651,120,52,UA,34.5930769230769231
770,449.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1905i,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,802,120,52,UA,28.1068750000000000
771,449.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1905j,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,802,120,52,UA,28.1068750000000000
772,449.71,899,IAD,0FYkDuZ1Gh6TlvJMkNtn1905H,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,727,120,52,UA,32.1221428571428571
773,449.71,978,IAD,0FYkDuZ1Gh6TlvJMkNtn1905g,407.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,801,120,57,UA,28.1068750000000000
774,449.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1905h,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,802,120,52,UA,28.1068750000000000
775,449.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1905M,407.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,735,120,57,UA,29.9806666666666667
776,449.71,978,IAD,0FYkDuZ1Gh6TlvJMkNtn1905f,407.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,801,120,57,UA,28.1068750000000000
777,449.71,951,IAD,0FYkDuZ1Gh6TlvJMkNtn1905Y,407.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:23-05:00,779,120,52,UA,29.9806666666666667
778,468.71,758,IAD,0FYkDuZ1Gh6TlvJMkNtn19036,426.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,581,120,57,UA,39.0591666666666667
779,468.71,707,IAD,0FYkDuZ1Gh6TlvJMkNtn1902W,426.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,530,120,57,UA,42.6100000000000000
780,469.71,756,IAD,0FYkDuZ1Gh6TlvJMkNtn1904i,427.60,40.00,2.11,2016-01-25T13:15,2016-01-25T16:10-05:00,583,120,53,UA,39.1425000000000000
781,469.71,933,IAD,0FYkDuZ1Gh6TlvJMkNtn1905s,427.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,761,120,52,UA,31.3140000000000000
782,469.71,945,IAD,0FYkDuZ1Gh6TlvJMkNtn1905y,427.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,773,120,52,UA,31.3140000000000000
783,469.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn19063,427.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52,UA,31.3140000000000000
784,469.71,923,IAD,0FYkDuZ1Gh6TlvJMkNtn1905e,427.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,751,120,52,UA,31.3140000000000000
785,469.71,923,IAD,0FYkDuZ1Gh6TlvJMkNtn1905d,427.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,751,120,52,UA,31.3140000000000000
786,469.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1906S,427.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,837,120,52,UA,29.3568750000000000
787,469.71,857,IAD,0FYkDuZ1Gh6TlvJMkNtn1905L,427.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,685,120,52,UA,33.5507142857142857
788,469.71,822,IAD,0FYkDuZ1Gh6TlvJMkNtn19054,427.60,40.00,2.11,2016-01-25T13:15,2016-01-25T16:10-05:00,649,120,53,UA,36.1315384615384615
789,469.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1906Q,427.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,837,120,52,UA,29.3568750000000000
790,469.71,933,IAD,0FYkDuZ1Gh6TlvJMkNtn1905r,427.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,761,120,52,UA,31.3140000000000000
791,469.71,945,IAD,0FYkDuZ1Gh6TlvJMkNtn1905x,427.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,773,120,52,UA,31.3140000000000000
792,469.71,943,IAD,0FYkDuZ1Gh6TlvJMkNtn1905w,427.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,771,120,52,UA,31.3140000000000000
793,469.71,789,IAD,0FYkDuZ1Gh6TlvJMkNtn1904p,427.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,617,120,52,UA,36.1315384615384615
794,703.71,765,IAD,0FYkDuZ1Gh6TlvJMkNtn1907F,661.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,588,120,57,UA,58.6425000000000000
795,703.71,749,IAD,0FYkDuZ1Gh6TlvJMkNtn1907A,661.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,577,120,52,UA,58.6425000000000000
796,703.71,665,IAD,0FYkDuZ1Gh6TlvJMkNtn1906l,661.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,493,120,52,UA,63.9736363636363636
797,703.71,723,IAD,0FYkDuZ1Gh6TlvJMkNtn19070,661.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,546,120,57,UA,58.6425000000000000
798,277.71,946,IAD,0FYkDuZ1Gh6TlvJMkNtn1901z,235.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:28-05:00,774,120,52,UA,18.5140000000000000
799,277.71,855,IAD,0FYkDuZ1Gh6TlvJMkNtn1901N,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,683,120,52,UA,19.8364285714285714
800,277.71,876,IAD,0FYkDuZ1Gh6TlvJMkNtn1901T,235.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:28-05:00,704,120,52,UA,19.8364285714285714
801,280.71,852,IAD,0FYkDuZ1Gh6TlvJMkNtn1901M,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,675,120,57,UA,20.0507142857142857
802,280.71,862,IAD,0FYkDuZ1Gh6TlvJMkNtn1901P,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,685,120,57,UA,20.0507142857142857
803,280.71,1010,IAD,0FYkDuZ1Gh6TlvJMkNtn1902c,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,833,120,57,UA,17.5443750000000000
804,280.71,969,IAD,0FYkDuZ1Gh6TlvJMkNtn1902M,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,792,120,57,UA,17.5443750000000000
805,351.71,1004,IAD,0FYkDuZ1Gh6TlvJMkNtn1904I,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,832,120,52,UA,21.9818750000000000
