id,totalcost,totalduration,airport,flightid,flightcost,parkingcost,drivingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration
519,377.51,881,IAD,0FYkDuZ1Gh6TlvJMkNtn1905v,335.40,40.00,2.11,2016-01-25T09:15,2016-01-25T12:19-05:00,704,120,57
520,377.51,1021,IAD,0FYkDuZ1Gh6TlvJMkNtn1906n,335.40,40.00,2.11,2016-01-25T09:15,2016-01-25T12:19-05:00,844,120,57
521,379.71,976,IAD,0FYkDuZ1Gh6TlvJMkNtn1904h,337.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:33-05:00,799,120,57
522,379.71,870,IAD,0FYkDuZ1Gh6TlvJMkNtn1903f,337.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,693,120,57
523,379.71,870,IAD,0FYkDuZ1Gh6TlvJMkNtn1903e,337.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,693,120,57
524,381.71,922,IAD,0FYkDuZ1Gh6TlvJMkNtn1904B,339.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,745,120,57
525,382.71,992,IAD,0FYkDuZ1Gh6TlvJMkNtn1906m,340.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,820,120,52
526,389.71,925,IAD,0FYkDuZ1Gh6TlvJMkNtn1904P,347.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,748,120,57
527,389.71,925,IAD,0FYkDuZ1Gh6TlvJMkNtn1904Q,347.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,748,120,57
528,400.71,922,IAD,0FYkDuZ1Gh6TlvJMkNtn1904e,358.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,745,120,57
529,415.71,954,IAD,0FYkDuZ1Gh6TlvJMkNtn19055,373.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,780,120,54
530,415.71,972,IAD,0FYkDuZ1Gh6TlvJMkNtn1900O,373.60,40.00,2.11,2016-01-25T07:00,2016-01-25T10:00-05:00,800,120,52
531,416.71,982,IAD,0FYkDuZ1Gh6TlvJMkNtn1905I,374.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,810,120,52
532,416.71,681,IAD,0FYkDuZ1Gh6TlvJMkNtn1900x,374.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,509,120,52
533,416.71,791,IAD,0FYkDuZ1Gh6TlvJMkNtn1902J,374.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,619,120,52
534,421.41,916,IAD,0FYkDuZ1Gh6TlvJMkNtn1900M,379.30,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,739,120,57
535,424.71,904,IAD,0FYkDuZ1Gh6TlvJMkNtn1904s,382.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,732,120,52
536,424.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn1905E,382.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52
537,424.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn1905D,382.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52
538,424.71,904,IAD,0FYkDuZ1Gh6TlvJMkNtn1904t,382.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,732,120,52
539,424.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn1905C,382.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52
540,424.71,846,IAD,0FYkDuZ1Gh6TlvJMkNtn1904W,382.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,674,120,52
541,424.71,976,IAD,0FYkDuZ1Gh6TlvJMkNtn1905P,382.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,804,120,52
542,424.81,911,IAD,0FYkDuZ1Gh6TlvJMkNtn1900N,382.70,40.00,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,734,120,57
543,424.81,911,IAD,0FYkDuZ1Gh6TlvJMkNtn1906o,382.70,40.00,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,734,120,57
544,463.71,865,IAD,0FYkDuZ1Gh6TlvJMkNtn19075,421.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,693,120,52
545,463.71,925,IAD,0FYkDuZ1Gh6TlvJMkNtn1907Q,421.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,748,120,57
546,426.71,915,IAD,0FYkDuZ1Gh6TlvJMkNtn1904z,384.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,743,120,52
547,426.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1904y,384.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,738,120,52
548,426.71,854,IAD,0FYkDuZ1Gh6TlvJMkNtn1904d,384.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,682,120,52
549,440.71,794,IAD,0FYkDuZ1Gh6TlvJMkNtn1904M,398.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,622,120,52
550,449.71,1046,IAD,0FYkDuZ1Gh6TlvJMkNtn1906L,407.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,869,120,57
551,449.71,899,IAD,0FYkDuZ1Gh6TlvJMkNtn1905F,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,727,120,52
552,449.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1905k,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,802,120,52
553,449.71,1026,IAD,0FYkDuZ1Gh6TlvJMkNtn1906H,407.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:23-05:00,854,120,52
554,449.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1905J,407.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,733,120,57
555,450.71,777,IAD,0FYkDuZ1Gh6TlvJMkNtn1904R,408.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,605,120,52
556,458.71,949,IAD,0FYkDuZ1Gh6TlvJMkNtn1905c,416.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,777,120,52
557,468.71,886,IAD,0FYkDuZ1Gh6TlvJMkNtn1904K,426.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,709,120,57
558,468.71,826,IAD,0FYkDuZ1Gh6TlvJMkNtn1903p,426.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,649,120,57
559,468.71,796,IAD,0FYkDuZ1Gh6TlvJMkNtn1903U,426.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,619,120,57
560,468.71,758,IAD,0FYkDuZ1Gh6TlvJMkNtn19036,426.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,581,120,57
561,468.71,707,IAD,0FYkDuZ1Gh6TlvJMkNtn1902W,426.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,530,120,57
562,469.71,948,IAD,0FYkDuZ1Gh6TlvJMkNtn1905z,427.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,776,120,52
563,469.71,857,IAD,0FYkDuZ1Gh6TlvJMkNtn1905K,427.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,685,120,52
564,469.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1906R,427.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,837,120,52
565,469.71,1024,IAD,0FYkDuZ1Gh6TlvJMkNtn1906V,427.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,852,120,52
566,428.04,881,IAD,0FYkDuZ1Gh6TlvJMkNtn1906g,385.93,40.00,2.11,2016-01-25T09:15,2016-01-25T12:19-05:00,704,120,57
567,428.04,911,IAD,0FYkDuZ1Gh6TlvJMkNtn1904x,385.93,40.00,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,734,120,57
568,428.04,869,IAD,0FYkDuZ1Gh6TlvJMkNtn1906e,385.93,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,692,120,57
569,428.04,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1900P,385.93,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,832,120,57
570,428.04,869,IAD,0FYkDuZ1Gh6TlvJMkNtn1900K,385.93,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,692,120,57
571,428.04,881,IAD,0FYkDuZ1Gh6TlvJMkNtn1900L,385.93,40.00,2.11,2016-01-25T09:15,2016-01-25T12:19-05:00,704,120,57
572,433.71,924,IAD,0FYkDuZ1Gh6TlvJMkNtn1905A,391.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:33-05:00,747,120,57
573,435.71,827,IAD,0FYkDuZ1Gh6TlvJMkNtn1906X,393.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,650,120,57
574,436.71,717,IAD,0FYkDuZ1Gh6TlvJMkNtn1901x,394.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,545,120,52
575,436.71,804,IAD,0FYkDuZ1Gh6TlvJMkNtn1900v,394.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,630,120,54
576,436.71,657,IAD,0FYkDuZ1Gh6TlvJMkNtn1900t,394.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,485,120,52
577,436.71,858,IAD,0FYkDuZ1Gh6TlvJMkNtn1903J,394.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,684,120,54
578,436.71,736,IAD,0FYkDuZ1Gh6TlvJMkNtn1902F,394.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,564,120,52
579,443.71,927,IAD,0FYkDuZ1Gh6TlvJMkNtn1905N,401.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,750,120,57
580,445.71,1002,IAD,0FYkDuZ1Gh6TlvJMkNtn1907a,403.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,825,120,57
581,447.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn19052,405.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,695,120,57
582,447.71,841,IAD,0FYkDuZ1Gh6TlvJMkNtn1900J,405.60,40.00,2.11,2016-01-25T08:45,2016-01-25T11:52-05:00,669,120,52
583,452.59,916,IAD,0FYkDuZ1Gh6TlvJMkNtn1907C,410.48,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,739,120,57
584,454.91,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1907m,412.80,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,832,120,57
585,454.91,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1907l,412.80,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,832,120,57
586,454.91,869,IAD,0FYkDuZ1Gh6TlvJMkNtn1906v,412.80,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,692,120,57
587,454.91,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1907n,412.80,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,832,120,57
588,455.99,869,IAD,0FYkDuZ1Gh6TlvJMkNtn19059,413.88,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,692,120,57
589,496.72,1003,IAD,0FYkDuZ1Gh6TlvJMkNtn1900T,454.61,40.00,2.11,2016-01-25T06:15,2016-01-25T09:10-05:00,831,120,52
590,496.72,1003,IAD,0FYkDuZ1Gh6TlvJMkNtn1900S,454.61,40.00,2.11,2016-01-25T06:15,2016-01-25T09:10-05:00,831,120,52
591,505.71,917,IAD,0FYkDuZ1Gh6TlvJMkNtn19080,463.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,745,120,52
592,469.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn19064,427.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52
593,469.71,756,IAD,0FYkDuZ1Gh6TlvJMkNtn1904i,427.60,40.00,2.11,2016-01-25T13:15,2016-01-25T16:10-05:00,583,120,53
594,477.71,917,IAD,0FYkDuZ1Gh6TlvJMkNtn1905o,435.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,740,120,57
595,477.71,917,IAD,0FYkDuZ1Gh6TlvJMkNtn1905p,435.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,740,120,57
596,477.71,923,IAD,0FYkDuZ1Gh6TlvJMkNtn1907c,435.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,751,120,52
597,480.71,947,IAD,0FYkDuZ1Gh6TlvJMkNtn1906E,438.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,775,120,52
598,485.71,932,IAD,0FYkDuZ1Gh6TlvJMkNtn1906B,443.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,755,120,57
599,501.71,1015,IAD,0FYkDuZ1Gh6TlvJMkNtn1906p,459.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,838,120,57
600,501.71,857,IAD,0FYkDuZ1Gh6TlvJMkNtn1905n,459.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,680,120,57
601,501.71,877,IAD,0FYkDuZ1Gh6TlvJMkNtn19061,459.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,700,120,57
602,501.71,922,IAD,0FYkDuZ1Gh6TlvJMkNtn1906M,459.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,745,120,57
603,513.71,827,IAD,0FYkDuZ1Gh6TlvJMkNtn1905q,471.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,655,120,52
604,513.71,902,IAD,0FYkDuZ1Gh6TlvJMkNtn1906P,471.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,730,120,52
605,470.71,812,IAD,0FYkDuZ1Gh6TlvJMkNtn19053,428.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,640,120,52
606,470.71,959,IAD,0FYkDuZ1Gh6TlvJMkNtn19065,428.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,785,120,54
607,470.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1905S,428.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,715,120,52
608,470.71,959,IAD,0FYkDuZ1Gh6TlvJMkNtn19067,428.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,785,120,54
609,470.71,899,IAD,0FYkDuZ1Gh6TlvJMkNtn1905X,428.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,727,120,52
610,470.71,899,IAD,0FYkDuZ1Gh6TlvJMkNtn1905W,428.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,727,120,52
611,470.71,897,IAD,0FYkDuZ1Gh6TlvJMkNtn1905V,428.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,725,120,52
612,470.71,959,IAD,0FYkDuZ1Gh6TlvJMkNtn19066,428.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,785,120,54
613,470.71,959,IAD,0FYkDuZ1Gh6TlvJMkNtn19068,428.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,785,120,54
614,470.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1905R,428.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,715,120,52
615,471.71,846,IAD,0FYkDuZ1Gh6TlvJMkNtn19076,429.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,674,120,52
616,472.71,870,IAD,0FYkDuZ1Gh6TlvJMkNtn1907D,430.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,693,120,57
617,473.71,884,IAD,0FYkDuZ1Gh6TlvJMkNtn1905T,431.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,712,120,52
618,473.71,954,IAD,0FYkDuZ1Gh6TlvJMkNtn19069,431.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,782,120,52
619,478.71,827,IAD,0FYkDuZ1Gh6TlvJMkNtn19073,436.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,650,120,57
620,483.71,933,IAD,0FYkDuZ1Gh6TlvJMkNtn1906A,441.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,759,120,54
621,494.71,739,IAD,0FYkDuZ1Gh6TlvJMkNtn1904w,452.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,567,120,52
622,496.71,815,IAD,0FYkDuZ1Gh6TlvJMkNtn1904L,454.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,643,120,52
623,496.71,730,IAD,0FYkDuZ1Gh6TlvJMkNtn1900w,454.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,556,120,54
624,496.71,731,IAD,0FYkDuZ1Gh6TlvJMkNtn1903Y,454.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,559,120,52
625,496.71,621,IAD,0FYkDuZ1Gh6TlvJMkNtn1902P,454.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,449,120,52
626,497.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1906F,455.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,735,120,57
627,500.71,930,IAD,0FYkDuZ1Gh6TlvJMkNtn1906N,458.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,758,120,52
628,502.21,911,IAD,0FYkDuZ1Gh6TlvJMkNtn1907s,460.10,40.00,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,734,120,57
629,504.71,843,IAD,0FYkDuZ1Gh6TlvJMkNtn1907Y,462.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,671,120,52
630,509.71,939,IAD,0FYkDuZ1Gh6TlvJMkNtn1906Y,467.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,765,120,54
631,512.71,948,IAD,0FYkDuZ1Gh6TlvJMkNtn1906d,470.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,776,120,52
632,520.71,913,IAD,0FYkDuZ1Gh6TlvJMkNtn1900Y,478.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,741,120,52
633,520.71,913,IAD,0FYkDuZ1Gh6TlvJMkNtn1900Z,478.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,741,120,52
634,522.71,865,IAD,0FYkDuZ1Gh6TlvJMkNtn1907t,480.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,693,120,52
635,523.71,680,IAD,0FYkDuZ1Gh6TlvJMkNtn1905u,481.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,508,120,52
636,525.71,1003,IAD,0FYkDuZ1Gh6TlvJMkNtn19074,483.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,826,120,57
637,525.71,845,IAD,0FYkDuZ1Gh6TlvJMkNtn1906G,483.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,668,120,57
638,525.71,934,IAD,0FYkDuZ1Gh6TlvJMkNtn1906j,483.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:16-05:00,762,120,52
639,586.71,935,IAD,0FYkDuZ1Gh6TlvJMkNtn1907W,544.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,761,120,54
640,599.71,940,IAD,0FYkDuZ1Gh6TlvJMkNtn1907k,557.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,768,120,52
641,599.71,864,IAD,0FYkDuZ1Gh6TlvJMkNtn1907H,557.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,692,120,52
642,599.71,806,IAD,0FYkDuZ1Gh6TlvJMkNtn1906y,557.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,634,120,52
643,599.71,920,IAD,0FYkDuZ1Gh6TlvJMkNtn1907d,557.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,748,120,52
644,613.71,746,IAD,0FYkDuZ1Gh6TlvJMkNtn1906s,571.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,574,120,52
645,618.71,878,IAD,0FYkDuZ1Gh6TlvJMkNtn1907e,576.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,704,120,54
646,618.71,878,IAD,0FYkDuZ1Gh6TlvJMkNtn1907f,576.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,704,120,54
647,528.71,855,IAD,0FYkDuZ1Gh6TlvJMkNtn1907w,486.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,683,120,52
648,596.71,811,IAD,0FYkDuZ1Gh6TlvJMkNtn1906t,554.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:37-05:00,634,120,57
649,616.71,827,IAD,0FYkDuZ1Gh6TlvJMkNtn1907L,574.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,655,120,52
650,616.71,834,IAD,0FYkDuZ1Gh6TlvJMkNtn1907N,574.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,657,120,57
651,616.71,824,IAD,0FYkDuZ1Gh6TlvJMkNtn1907J,574.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,652,120,52
652,617.71,943,IAD,0FYkDuZ1Gh6TlvJMkNtn19084,575.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,769,120,54
653,617.71,943,IAD,0FYkDuZ1Gh6TlvJMkNtn19083,575.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,769,120,54
654,617.71,802,IAD,0FYkDuZ1Gh6TlvJMkNtn1907B,575.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,630,120,52
655,617.71,821,IAD,0FYkDuZ1Gh6TlvJMkNtn1907I,575.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,649,120,52
656,525.71,630,IAD,0FYkDuZ1Gh6TlvJMkNtn1900m,483.60,40.00,2.11,2016-01-25T14:30,2016-01-25T17:23-05:00,457,120,53
657,525.71,868,IAD,0FYkDuZ1Gh6TlvJMkNtn1907x,483.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,691,120,57
658,527.71,868,IAD,0FYkDuZ1Gh6TlvJMkNtn1907z,485.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,691,120,57
659,529.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1906c,487.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,735,120,57
660,529.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1906b,487.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,735,120,57
661,532.71,838,IAD,0FYkDuZ1Gh6TlvJMkNtn1900X,490.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,666,120,52
662,539.71,870,IAD,0FYkDuZ1Gh6TlvJMkNtn1900a,497.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,698,120,52
663,551.71,873,IAD,0FYkDuZ1Gh6TlvJMkNtn1906i,509.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,699,120,54
664,552.71,987,IAD,0FYkDuZ1Gh6TlvJMkNtn1907O,510.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:16-05:00,815,120,52
665,552.71,816,IAD,0FYkDuZ1Gh6TlvJMkNtn1906T,510.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,639,120,57
666,554.71,757,IAD,0FYkDuZ1Gh6TlvJMkNtn1907i,512.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,580,120,57
667,560.71,926,IAD,0FYkDuZ1Gh6TlvJMkNtn19077,518.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,749,120,57
668,567.71,954,IAD,0FYkDuZ1Gh6TlvJMkNtn1900d,525.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,780,120,54
669,568.71,864,IAD,0FYkDuZ1Gh6TlvJMkNtn1900b,526.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,692,120,52
670,571.71,697,IAD,0FYkDuZ1Gh6TlvJMkNtn1900V,529.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,525,120,52
671,576.71,942,IAD,0FYkDuZ1Gh6TlvJMkNtn1907V,534.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,770,120,52
672,576.71,871,IAD,0FYkDuZ1Gh6TlvJMkNtn19072,534.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,697,120,54
673,576.71,749,IAD,0FYkDuZ1Gh6TlvJMkNtn1906O,534.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,577,120,52
674,582.71,839,IAD,0FYkDuZ1Gh6TlvJMkNtn1900c,540.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,667,120,52
675,588.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1907T,546.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,740,120,52
676,595.71,948,IAD,0FYkDuZ1Gh6TlvJMkNtn1907j,553.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,774,120,54
677,601.71,880,IAD,0FYkDuZ1Gh6TlvJMkNtn1907P,559.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,703,120,57
678,601.71,877,IAD,0FYkDuZ1Gh6TlvJMkNtn1907R,559.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,705,120,52
679,601.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn1907G,559.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,683,120,57
680,601.71,798,IAD,0FYkDuZ1Gh6TlvJMkNtn1906u,559.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,626,120,52
681,604.71,935,IAD,0FYkDuZ1Gh6TlvJMkNtn1907o,562.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,761,120,54
682,636.71,785,IAD,0FYkDuZ1Gh6TlvJMkNtn1907M,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,608,120,57
683,636.71,823,IAD,0FYkDuZ1Gh6TlvJMkNtn1907Z,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,646,120,57
684,636.71,833,IAD,0FYkDuZ1Gh6TlvJMkNtn1907b,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,656,120,57
685,636.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1907v,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,710,120,57
686,636.71,893,IAD,0FYkDuZ1Gh6TlvJMkNtn1907y,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,716,120,57
687,649.71,811,IAD,0FYkDuZ1Gh6TlvJMkNtn1907h,607.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,634,120,57
