id,airport,departuretime,arrivaltime,duration,cost,tripid
1297,IAD,2016-01-25T17:49-05:00,2016-01-25T23:48-08:00,539,623.60,0FYkDuZ1Gh6TlvJMkNtn1906W
1,BWI,2016-01-25T08:20-05:00,2016-01-25T11:12-08:00,352,128.10,2ciqOzND4aTUuEtKvqnX82001
4,BWI,2016-01-25T08:12-05:00,2016-01-25T15:41-08:00,629,151.60,2ciqOzND4aTUuEtKvqnX8200d
5,BWI,2016-01-25T14:01-05:00,2016-01-25T19:51-08:00,530,151.60,2ciqOzND4aTUuEtKvqnX8200A
6,BWI,2016-01-25T10:56-05:00,2016-01-25T17:12-08:00,556,151.60,2ciqOzND4aTUuEtKvqnX8200C
7,BWI,2016-01-25T06:01-05:00,2016-01-25T14:33-08:00,692,151.60,2ciqOzND4aTUuEtKvqnX8200e
8,BWI,2016-01-25T06:01-05:00,2016-01-25T12:30-08:00,569,151.60,2ciqOzND4aTUuEtKvqnX8200a
9,BWI,2016-01-25T13:20-05:00,2016-01-25T20:11-08:00,591,151.60,2ciqOzND4aTUuEtKvqnX8200W
10,BWI,2016-01-25T06:40-05:00,2016-01-25T12:16-08:00,516,151.60,2ciqOzND4aTUuEtKvqnX82008
11,BWI,2016-01-25T13:20-05:00,2016-01-25T17:58-08:00,458,151.60,2ciqOzND4aTUuEtKvqnX82003
12,BWI,2016-01-25T10:56-05:00,2016-01-25T16:23-08:00,507,151.60,2ciqOzND4aTUuEtKvqnX82006
13,BWI,2016-01-25T10:56-05:00,2016-01-25T18:22-08:00,626,151.60,2ciqOzND4aTUuEtKvqnX8200j
14,BWI,2016-01-25T14:01-05:00,2016-01-25T19:13-08:00,492,151.60,2ciqOzND4aTUuEtKvqnX82005
15,BWI,2016-01-25T06:40-05:00,2016-01-25T13:30-08:00,590,151.60,2ciqOzND4aTUuEtKvqnX8200b
16,BWI,2016-01-25T07:47-05:00,2016-01-25T14:50-08:00,603,151.60,2ciqOzND4aTUuEtKvqnX8200c
17,BWI,2016-01-25T15:55-05:00,2016-01-25T20:55-08:00,480,151.60,2ciqOzND4aTUuEtKvqnX82004
18,BWI,2016-01-25T14:01-05:00,2016-01-25T20:21-08:00,560,151.60,2ciqOzND4aTUuEtKvqnX8200V
19,BWI,2016-01-25T07:47-05:00,2016-01-25T13:44-08:00,537,151.60,2ciqOzND4aTUuEtKvqnX8200B
20,BWI,2016-01-25T14:01-05:00,2016-01-25T21:21-08:00,620,151.60,2ciqOzND4aTUuEtKvqnX8200g
21,BWI,2016-01-25T17:52-05:00,2016-01-25T23:33-08:00,521,151.60,2ciqOzND4aTUuEtKvqnX82009
320,DCA,2016-01-25T14:45-05:00,2016-01-25T20:11-08:00,506,190.60,RSETozIzLjLQdvO1tO9iRU004
321,DCA,2016-01-25T10:30-05:00,2016-01-25T15:44-08:00,494,190.60,RSETozIzLjLQdvO1tO9iRU003
322,DCA,2016-01-25T09:45-05:00,2016-01-25T15:44-08:00,539,190.60,RSETozIzLjLQdvO1tO9iRU00A
323,DCA,2016-01-25T13:45-05:00,2016-01-25T20:11-08:00,566,190.60,RSETozIzLjLQdvO1tO9iRU00E
324,DCA,2016-01-25T12:45-05:00,2016-01-25T20:11-08:00,626,190.60,RSETozIzLjLQdvO1tO9iRU00d
325,DCA,2016-01-25T07:45-05:00,2016-01-25T15:44-08:00,659,190.60,RSETozIzLjLQdvO1tO9iRU00v
326,DCA,2016-01-25T08:45-05:00,2016-01-25T15:44-08:00,599,190.60,RSETozIzLjLQdvO1tO9iRU00k
41,BWI,2016-01-25T10:56-05:00,2016-01-25T19:22-08:00,686,228.60,2ciqOzND4aTUuEtKvqnX8200y
42,BWI,2016-01-25T10:56-05:00,2016-01-25T22:53-08:00,897,228.60,2ciqOzND4aTUuEtKvqnX8201w
43,BWI,2016-01-25T13:20-05:00,2016-01-25T22:53-08:00,753,228.60,2ciqOzND4aTUuEtKvqnX8201A
44,BWI,2016-01-25T14:01-05:00,2016-01-25T23:59-08:00,778,228.60,2ciqOzND4aTUuEtKvqnX8201J
45,BWI,2016-01-25T14:01-05:00,2016-01-25T23:59-08:00,778,228.60,2ciqOzND4aTUuEtKvqnX8201I
46,BWI,2016-01-25T10:56-05:00,2016-01-25T20:37-08:00,761,228.60,2ciqOzND4aTUuEtKvqnX8201G
47,BWI,2016-01-25T06:40-05:00,2016-01-25T19:22-08:00,942,228.60,2ciqOzND4aTUuEtKvqnX82027
48,BWI,2016-01-25T17:01-05:00,2016-01-25T23:59-08:00,598,228.60,2ciqOzND4aTUuEtKvqnX8200Y
49,BWI,2016-01-25T10:56-05:00,2016-01-25T21:45-08:00,829,228.60,2ciqOzND4aTUuEtKvqnX8201f
50,BWI,2016-01-25T14:01-05:00,2016-01-25T22:53-08:00,712,228.60,2ciqOzND4aTUuEtKvqnX8200z
51,BWI,2016-01-25T07:47-05:00,2016-01-25T18:06-08:00,799,228.60,2ciqOzND4aTUuEtKvqnX8201T
52,BWI,2016-01-25T10:56-05:00,2016-01-25T21:45-08:00,829,228.60,2ciqOzND4aTUuEtKvqnX8201g
53,BWI,2016-01-25T06:40-05:00,2016-01-25T18:06-08:00,866,228.60,2ciqOzND4aTUuEtKvqnX8201q
54,BWI,2016-01-25T07:47-05:00,2016-01-25T18:06-08:00,799,228.60,2ciqOzND4aTUuEtKvqnX8201S
55,BWI,2016-01-25T13:20-05:00,2016-01-25T22:53-08:00,753,228.60,2ciqOzND4aTUuEtKvqnX82019
56,BWI,2016-01-25T14:01-05:00,2016-01-25T21:45-08:00,644,228.60,2ciqOzND4aTUuEtKvqnX8200o
57,BWI,2016-01-25T13:20-05:00,2016-01-25T23:59-08:00,819,228.60,2ciqOzND4aTUuEtKvqnX8201Y
58,BWI,2016-01-25T13:20-05:00,2016-01-25T22:53-08:00,753,228.60,2ciqOzND4aTUuEtKvqnX8201B
59,BWI,2016-01-25T10:56-05:00,2016-01-25T20:37-08:00,761,228.60,2ciqOzND4aTUuEtKvqnX8201H
60,BWI,2016-01-25T13:20-05:00,2016-01-25T21:45-08:00,685,228.60,2ciqOzND4aTUuEtKvqnX8200x
61,BWI,2016-01-25T13:20-05:00,2016-01-25T21:45-08:00,685,228.60,2ciqOzND4aTUuEtKvqnX8200w
400,DCA,2016-01-25T07:00-05:00,2016-01-25T14:00-08:00,600,228.60,RSETozIzLjLQdvO1tO9iRU00L
66,BWI,2016-01-25T06:40-05:00,2016-01-25T17:20-08:00,820,229.60,2ciqOzND4aTUuEtKvqnX8201c
1310,IAD,2016-01-25T08:10-05:00,2016-01-25T14:20-08:00,550,660.60,0FYkDuZ1Gh6TlvJMkNtn1907u
1311,IAD,2016-01-25T08:13-05:00,2016-01-25T13:44-08:00,511,661.60,0FYkDuZ1Gh6TlvJMkNtn1906r
1301,IAD,2016-01-25T09:23-05:00,2016-01-25T17:00-08:00,637,623.60,0FYkDuZ1Gh6TlvJMkNtn1906z
1303,IAD,2016-01-25T12:25-05:00,2016-01-25T18:51-08:00,566,648.60,0FYkDuZ1Gh6TlvJMkNtn1907r
1304,IAD,2016-01-25T20:14-05:00,2016-01-25T23:16-08:00,362,653.10,0FYkDuZ1Gh6TlvJMkNtn1900j
1305,IAD,2016-01-25T12:30-05:00,2016-01-25T15:30-08:00,360,653.10,0FYkDuZ1Gh6TlvJMkNtn1900i
1306,IAD,2016-01-25T17:07-05:00,2016-01-25T20:07-08:00,360,653.10,0FYkDuZ1Gh6TlvJMkNtn1900f
1307,IAD,2016-01-25T15:45-05:00,2016-01-25T18:36-08:00,351,653.10,0FYkDuZ1Gh6TlvJMkNtn1900e
1308,IAD,2016-01-25T09:15-05:00,2016-01-25T12:15-08:00,360,653.10,0FYkDuZ1Gh6TlvJMkNtn1900h
1309,IAD,2016-01-25T08:20-05:00,2016-01-25T11:20-08:00,360,653.10,0FYkDuZ1Gh6TlvJMkNtn1900g
67,BWI,2016-01-25T06:01-05:00,2016-01-25T16:05-08:00,784,229.60,2ciqOzND4aTUuEtKvqnX8201M
68,BWI,2016-01-25T06:01-05:00,2016-01-25T17:20-08:00,859,229.60,2ciqOzND4aTUuEtKvqnX8201m
69,BWI,2016-01-25T06:40-05:00,2016-01-25T16:05-08:00,745,229.60,2ciqOzND4aTUuEtKvqnX82015
70,BWI,2016-01-25T07:47-05:00,2016-01-25T17:20-08:00,753,229.60,2ciqOzND4aTUuEtKvqnX8201C
71,BWI,2016-01-25T06:40-05:00,2016-01-25T17:20-08:00,820,229.60,2ciqOzND4aTUuEtKvqnX8201a
402,DCA,2016-01-25T08:39-05:00,2016-01-25T21:03-08:00,924,232.60,RSETozIzLjLQdvO1tO9iRU03K
407,DCA,2016-01-25T14:39-05:00,2016-01-25T23:32-08:00,713,234.60,RSETozIzLjLQdvO1tO9iRU04I
408,DCA,2016-01-25T13:45-05:00,2016-01-25T23:32-08:00,767,234.60,RSETozIzLjLQdvO1tO9iRU050
409,DCA,2016-01-25T14:45-05:00,2016-01-25T23:32-08:00,707,234.60,RSETozIzLjLQdvO1tO9iRU04E
410,DCA,2016-01-25T14:39-05:00,2016-01-25T23:32-08:00,713,234.60,RSETozIzLjLQdvO1tO9iRU04H
851,IAD,2016-01-25T12:45-05:00,2016-01-25T23:32-08:00,827,234.60,0FYkDuZ1Gh6TlvJMkNtn19056
83,BWI,2016-01-25T06:40-05:00,2016-01-25T17:00-08:00,800,239.60,2ciqOzND4aTUuEtKvqnX8201d
84,BWI,2016-01-25T10:56-05:00,2016-01-25T20:55-08:00,779,239.60,2ciqOzND4aTUuEtKvqnX8201V
85,BWI,2016-01-25T06:01-05:00,2016-01-25T17:00-08:00,839,239.60,2ciqOzND4aTUuEtKvqnX8201o
86,BWI,2016-01-25T07:47-05:00,2016-01-25T17:00-08:00,733,239.60,2ciqOzND4aTUuEtKvqnX8201F
87,BWI,2016-01-25T06:40-05:00,2016-01-25T17:00-08:00,800,239.60,2ciqOzND4aTUuEtKvqnX8201e
88,BWI,2016-01-25T14:01-05:00,2016-01-25T23:48-08:00,767,239.60,2ciqOzND4aTUuEtKvqnX8201R
89,BWI,2016-01-25T07:47-05:00,2016-01-25T17:00-08:00,733,239.60,2ciqOzND4aTUuEtKvqnX8201E
90,BWI,2016-01-25T06:01-05:00,2016-01-25T17:00-08:00,839,239.60,2ciqOzND4aTUuEtKvqnX8201p
91,BWI,2016-01-25T13:20-05:00,2016-01-25T23:48-08:00,808,239.60,2ciqOzND4aTUuEtKvqnX8201i
92,BWI,2016-01-25T06:01-05:00,2016-01-25T15:41-08:00,760,239.60,2ciqOzND4aTUuEtKvqnX8201N
93,BWI,2016-01-25T07:47-05:00,2016-01-25T15:41-08:00,654,239.60,2ciqOzND4aTUuEtKvqnX8200v
886,IAD,2016-01-25T12:46-05:00,2016-01-25T21:21-08:00,695,253.60,0FYkDuZ1Gh6TlvJMkNtn1901j
911,IAD,2016-01-25T12:16-05:00,2016-01-25T21:21-08:00,725,283.60,0FYkDuZ1Gh6TlvJMkNtn1902e
131,BWI,2016-01-25T08:12-05:00,2016-01-25T17:20-08:00,728,286.60,2ciqOzND4aTUuEtKvqnX8201s
132,BWI,2016-01-25T08:12-05:00,2016-01-25T16:05-08:00,653,286.60,2ciqOzND4aTUuEtKvqnX8201P
922,IAD,2016-01-25T18:05-05:00,2016-01-25T23:59-08:00,534,286.60,0FYkDuZ1Gh6TlvJMkNtn1900D
923,IAD,2016-01-25T12:30-05:00,2016-01-25T20:37-08:00,667,286.60,0FYkDuZ1Gh6TlvJMkNtn19017
924,IAD,2016-01-25T17:05-05:00,2016-01-25T22:53-08:00,528,286.60,0FYkDuZ1Gh6TlvJMkNtn1900B
925,IAD,2016-01-25T17:05-05:00,2016-01-25T23:59-08:00,594,286.60,0FYkDuZ1Gh6TlvJMkNtn1900k
932,IAD,2016-01-25T08:47-05:00,2016-01-25T18:51-08:00,784,288.60,0FYkDuZ1Gh6TlvJMkNtn1903M
933,IAD,2016-01-25T08:36-05:00,2016-01-25T18:51-08:00,795,288.60,0FYkDuZ1Gh6TlvJMkNtn1903V
934,IAD,2016-01-25T08:36-05:00,2016-01-25T16:42-08:00,666,288.60,0FYkDuZ1Gh6TlvJMkNtn1902H
935,IAD,2016-01-25T08:36-05:00,2016-01-25T17:38-08:00,722,288.60,0FYkDuZ1Gh6TlvJMkNtn1902j
936,IAD,2016-01-25T08:47-05:00,2016-01-25T18:51-08:00,784,288.60,0FYkDuZ1Gh6TlvJMkNtn1903L
937,IAD,2016-01-25T08:36-05:00,2016-01-25T19:13-08:00,817,288.60,0FYkDuZ1Gh6TlvJMkNtn1903h
136,BWI,2016-01-25T06:40-05:00,2016-01-25T16:42-08:00,782,289.60,2ciqOzND4aTUuEtKvqnX82023
137,BWI,2016-01-25T13:20-05:00,2016-01-25T23:33-08:00,793,289.60,2ciqOzND4aTUuEtKvqnX82024
138,BWI,2016-01-25T06:40-05:00,2016-01-25T19:33-08:00,953,289.60,2ciqOzND4aTUuEtKvqnX8202W
139,BWI,2016-01-25T08:12-05:00,2016-01-25T21:15-08:00,963,289.60,2ciqOzND4aTUuEtKvqnX8202Z
140,BWI,2016-01-25T06:01-05:00,2016-01-25T13:15-08:00,614,289.60,2ciqOzND4aTUuEtKvqnX8200h
141,BWI,2016-01-25T06:40-05:00,2016-01-25T18:51-08:00,911,289.60,2ciqOzND4aTUuEtKvqnX8202O
142,BWI,2016-01-25T13:20-05:00,2016-01-25T23:33-08:00,793,289.60,2ciqOzND4aTUuEtKvqnX82025
499,DCA,2016-01-25T17:00-05:00,2016-01-25T22:56-08:00,536,289.60,RSETozIzLjLQdvO1tO9iRU00O
507,DCA,2016-01-25T16:43-05:00,2016-01-25T22:00-08:00,497,299.60,RSETozIzLjLQdvO1tO9iRU00e
508,DCA,2016-01-25T14:45-05:00,2016-01-25T22:00-08:00,615,299.60,RSETozIzLjLQdvO1tO9iRU01E
1001,IAD,2016-01-25T08:45-05:00,2016-01-25T18:51-08:00,786,313.60,0FYkDuZ1Gh6TlvJMkNtn1903z
1002,IAD,2016-01-25T08:45-05:00,2016-01-25T16:23-08:00,638,313.60,0FYkDuZ1Gh6TlvJMkNtn1902T
1003,IAD,2016-01-25T06:20-05:00,2016-01-25T15:40-08:00,740,313.60,0FYkDuZ1Gh6TlvJMkNtn1905l
1004,IAD,2016-01-25T08:45-05:00,2016-01-25T19:33-08:00,828,313.60,0FYkDuZ1Gh6TlvJMkNtn1904N
1005,IAD,2016-01-25T08:45-05:00,2016-01-25T19:13-08:00,808,313.60,0FYkDuZ1Gh6TlvJMkNtn1904C
1006,IAD,2016-01-25T08:45-05:00,2016-01-25T16:42-08:00,657,313.60,0FYkDuZ1Gh6TlvJMkNtn1902h
1007,IAD,2016-01-25T08:45-05:00,2016-01-25T18:22-08:00,757,313.60,0FYkDuZ1Gh6TlvJMkNtn1903i
1008,IAD,2016-01-25T08:45-05:00,2016-01-25T17:38-08:00,713,313.60,0FYkDuZ1Gh6TlvJMkNtn1903D
1009,IAD,2016-01-25T08:36-05:00,2016-01-25T14:44-08:00,548,313.60,0FYkDuZ1Gh6TlvJMkNtn1901i
1010,IAD,2016-01-25T08:45-05:00,2016-01-25T17:12-08:00,687,313.60,0FYkDuZ1Gh6TlvJMkNtn1902x
1011,IAD,2016-01-25T06:20-05:00,2016-01-25T16:45-08:00,805,313.60,0FYkDuZ1Gh6TlvJMkNtn1906K
539,DCA,2016-01-25T11:45-05:00,2016-01-25T21:15-08:00,750,314.60,RSETozIzLjLQdvO1tO9iRU03a
540,DCA,2016-01-25T09:45-05:00,2016-01-25T19:33-08:00,768,314.60,RSETozIzLjLQdvO1tO9iRU03v
541,DCA,2016-01-25T07:00-05:00,2016-01-25T16:42-08:00,762,314.60,RSETozIzLjLQdvO1tO9iRU03t
542,DCA,2016-01-25T06:00-05:00,2016-01-25T17:38-08:00,878,314.60,RSETozIzLjLQdvO1tO9iRU05A
543,DCA,2016-01-25T10:30-05:00,2016-01-25T19:33-08:00,723,314.60,RSETozIzLjLQdvO1tO9iRU03I
544,DCA,2016-01-25T06:00-05:00,2016-01-25T16:42-08:00,822,314.60,RSETozIzLjLQdvO1tO9iRU04e
545,DCA,2016-01-25T07:00-05:00,2016-01-25T14:50-08:00,650,314.60,RSETozIzLjLQdvO1tO9iRU02V
546,DCA,2016-01-25T11:45-05:00,2016-01-25T19:33-08:00,648,314.60,RSETozIzLjLQdvO1tO9iRU02U
547,DCA,2016-01-25T06:00-05:00,2016-01-25T14:50-08:00,710,314.60,RSETozIzLjLQdvO1tO9iRU033
548,DCA,2016-01-25T07:00-05:00,2016-01-25T17:38-08:00,818,314.60,RSETozIzLjLQdvO1tO9iRU04S
549,DCA,2016-01-25T08:45-05:00,2016-01-25T19:33-08:00,828,314.60,RSETozIzLjLQdvO1tO9iRU04k
550,DCA,2016-01-25T10:30-05:00,2016-01-25T21:15-08:00,825,314.60,RSETozIzLjLQdvO1tO9iRU04g
551,DCA,2016-01-25T09:45-05:00,2016-01-25T21:15-08:00,870,314.60,RSETozIzLjLQdvO1tO9iRU054
552,DCA,2016-01-25T11:00-05:00,2016-01-25T20:25-08:00,745,314.60,RSETozIzLjLQdvO1tO9iRU03T
647,DCA,2016-01-25T14:45-05:00,2016-01-25T22:56-08:00,671,330.60,RSETozIzLjLQdvO1tO9iRU06I
648,DCA,2016-01-25T13:45-05:00,2016-01-25T22:56-08:00,731,330.60,RSETozIzLjLQdvO1tO9iRU06i
649,DCA,2016-01-25T12:45-05:00,2016-01-25T22:56-08:00,791,330.60,RSETozIzLjLQdvO1tO9iRU076
651,DCA,2016-01-25T11:00-05:00,2016-01-25T21:10-08:00,790,331.60,RSETozIzLjLQdvO1tO9iRU077
671,DCA,2016-01-25T14:30-05:00,2016-01-25T21:03-08:00,573,356.60,RSETozIzLjLQdvO1tO9iRU05w
672,DCA,2016-01-25T10:30-05:00,2016-01-25T21:03-08:00,813,356.60,RSETozIzLjLQdvO1tO9iRU07S
673,DCA,2016-01-25T09:45-05:00,2016-01-25T21:03-08:00,858,356.60,RSETozIzLjLQdvO1tO9iRU07d
674,DCA,2016-01-25T12:45-05:00,2016-01-25T21:03-08:00,678,356.60,RSETozIzLjLQdvO1tO9iRU06m
675,DCA,2016-01-25T11:45-05:00,2016-01-25T21:03-08:00,738,356.60,RSETozIzLjLQdvO1tO9iRU07A
676,DCA,2016-01-25T11:00-05:00,2016-01-25T21:03-08:00,783,356.60,RSETozIzLjLQdvO1tO9iRU07I
677,DCA,2016-01-25T12:05-05:00,2016-01-25T21:03-08:00,718,356.60,RSETozIzLjLQdvO1tO9iRU070
1065,IAD,2016-01-25T12:45-05:00,2016-01-25T21:03-08:00,678,356.60,0FYkDuZ1Gh6TlvJMkNtn1906C
1066,IAD,2016-01-25T10:15-05:00,2016-01-25T21:03-08:00,828,356.60,0FYkDuZ1Gh6TlvJMkNtn1906x
180,BWI,2016-01-25T06:01-05:00,2016-01-25T14:50-08:00,709,360.60,2ciqOzND4aTUuEtKvqnX8202L
181,BWI,2016-01-25T10:56-05:00,2016-01-25T23:33-08:00,937,360.60,2ciqOzND4aTUuEtKvqnX82036
182,BWI,2016-01-25T14:01-05:00,2016-01-25T23:33-08:00,752,360.60,2ciqOzND4aTUuEtKvqnX8202R
183,BWI,2016-01-25T06:01-05:00,2016-01-25T18:51-08:00,950,360.60,2ciqOzND4aTUuEtKvqnX82038
196,BWI,2016-01-25T13:20-05:00,2016-01-25T22:25-08:00,725,369.60,2ciqOzND4aTUuEtKvqnX8203Q
200,BWI,2016-01-25T15:55-05:00,2016-01-25T21:03-08:00,488,377.60,2ciqOzND4aTUuEtKvqnX8202D
706,DCA,2016-01-25T11:00-05:00,2016-01-25T20:37-08:00,757,377.60,RSETozIzLjLQdvO1tO9iRU05V
707,DCA,2016-01-25T14:39-05:00,2016-01-25T23:59-08:00,740,377.60,RSETozIzLjLQdvO1tO9iRU05M
708,DCA,2016-01-25T11:00-05:00,2016-01-25T21:45-08:00,825,377.60,RSETozIzLjLQdvO1tO9iRU065
709,DCA,2016-01-25T08:39-05:00,2016-01-25T18:06-08:00,747,377.60,RSETozIzLjLQdvO1tO9iRU05Q
710,DCA,2016-01-25T07:00-05:00,2016-01-25T18:06-08:00,846,377.60,RSETozIzLjLQdvO1tO9iRU06G
711,DCA,2016-01-25T14:39-05:00,2016-01-25T22:53-08:00,674,377.60,RSETozIzLjLQdvO1tO9iRU04j
712,DCA,2016-01-25T14:39-05:00,2016-01-25T23:59-08:00,740,377.60,RSETozIzLjLQdvO1tO9iRU05K
713,DCA,2016-01-25T11:00-05:00,2016-01-25T20:37-08:00,757,377.60,RSETozIzLjLQdvO1tO9iRU05W
722,DCA,2016-01-25T06:50-05:00,2016-01-25T17:44-08:00,834,381.60,RSETozIzLjLQdvO1tO9iRU07n
1094,IAD,2016-01-25T08:15-05:00,2016-01-25T16:23-08:00,668,381.60,0FYkDuZ1Gh6TlvJMkNtn1902t
205,BWI,2016-01-25T06:01-05:00,2016-01-25T16:05-08:00,784,385.60,2ciqOzND4aTUuEtKvqnX8203k
206,BWI,2016-01-25T08:12-05:00,2016-01-25T17:38-08:00,746,385.60,2ciqOzND4aTUuEtKvqnX8202g
207,BWI,2016-01-25T08:12-05:00,2016-01-25T19:33-08:00,861,385.60,2ciqOzND4aTUuEtKvqnX82032
208,BWI,2016-01-25T08:12-05:00,2016-01-25T21:15-08:00,963,385.60,2ciqOzND4aTUuEtKvqnX8203N
209,BWI,2016-01-25T08:12-05:00,2016-01-25T18:51-08:00,819,385.60,2ciqOzND4aTUuEtKvqnX8202u
755,DCA,2016-01-25T07:45-05:00,2016-01-25T19:07-08:00,862,418.60,RSETozIzLjLQdvO1tO9iRU074
756,DCA,2016-01-25T08:45-05:00,2016-01-25T19:07-08:00,802,418.60,RSETozIzLjLQdvO1tO9iRU06f
757,DCA,2016-01-25T09:45-05:00,2016-01-25T19:07-08:00,742,418.60,RSETozIzLjLQdvO1tO9iRU06D
1157,IAD,2016-01-25T08:13-05:00,2016-01-25T19:07-08:00,834,418.60,0FYkDuZ1Gh6TlvJMkNtn1906I
1158,IAD,2016-01-25T08:25-05:00,2016-01-25T19:07-08:00,822,418.60,0FYkDuZ1Gh6TlvJMkNtn1906D
1159,IAD,2016-01-25T10:15-05:00,2016-01-25T19:07-08:00,712,418.60,0FYkDuZ1Gh6TlvJMkNtn1905O
232,BWI,2016-01-25T06:40-05:00,2016-01-25T17:12-08:00,812,423.60,2ciqOzND4aTUuEtKvqnX8203A
233,BWI,2016-01-25T06:40-05:00,2016-01-25T16:23-08:00,763,423.60,2ciqOzND4aTUuEtKvqnX8202y
1206,IAD,2016-01-25T12:32-05:00,2016-01-25T22:13-08:00,761,442.60,0FYkDuZ1Gh6TlvJMkNtn1907q
1207,IAD,2016-01-25T12:32-05:00,2016-01-25T22:13-08:00,761,442.60,0FYkDuZ1Gh6TlvJMkNtn1907p
791,DCA,2016-01-25T10:29-05:00,2016-01-25T18:51-08:00,682,501.60,RSETozIzLjLQdvO1tO9iRU07C
1252,IAD,2016-01-25T08:15-05:00,2016-01-25T18:51-08:00,816,530.60,0FYkDuZ1Gh6TlvJMkNtn1907g
1258,IAD,2016-01-25T06:00-05:00,2016-01-25T17:00-08:00,840,544.60,0FYkDuZ1Gh6TlvJMkNtn19081
1259,IAD,2016-01-25T06:00-05:00,2016-01-25T15:41-08:00,761,544.60,0FYkDuZ1Gh6TlvJMkNtn1907X
1260,IAD,2016-01-25T06:00-05:00,2016-01-25T17:00-08:00,840,544.60,0FYkDuZ1Gh6TlvJMkNtn19082
1268,IAD,2016-01-25T12:37-05:00,2016-01-25T20:55-08:00,678,557.60,0FYkDuZ1Gh6TlvJMkNtn1907E
1302,IAD,2016-01-25T08:12-05:00,2016-01-25T15:54-08:00,642,644.60,0FYkDuZ1Gh6TlvJMkNtn1907K
818,IAD,2016-01-25T09:00-05:00,2016-01-25T11:50-08:00,350,180.10,0FYkDuZ1Gh6TlvJMkNtn19002
328,DCA,2016-01-25T11:20-05:00,2016-01-25T19:50-08:00,690,192.60,RSETozIzLjLQdvO1tO9iRU00M
335,DCA,2016-01-25T12:45-05:00,2016-01-25T17:58-08:00,493,210.60,RSETozIzLjLQdvO1tO9iRU00C
336,DCA,2016-01-25T11:45-05:00,2016-01-25T18:51-08:00,606,210.60,RSETozIzLjLQdvO1tO9iRU00u
337,DCA,2016-01-25T10:30-05:00,2016-01-25T17:58-08:00,628,210.60,RSETozIzLjLQdvO1tO9iRU00w
338,DCA,2016-01-25T06:00-05:00,2016-01-25T13:30-08:00,630,210.60,RSETozIzLjLQdvO1tO9iRU00p
339,DCA,2016-01-25T11:45-05:00,2016-01-25T17:58-08:00,553,210.60,RSETozIzLjLQdvO1tO9iRU00s
340,DCA,2016-01-25T12:45-05:00,2016-01-25T18:51-08:00,546,210.60,RSETozIzLjLQdvO1tO9iRU00c
341,DCA,2016-01-25T06:00-05:00,2016-01-25T12:16-08:00,556,210.60,RSETozIzLjLQdvO1tO9iRU00n
342,DCA,2016-01-25T07:45-05:00,2016-01-25T14:44-08:00,599,210.60,RSETozIzLjLQdvO1tO9iRU00t
343,DCA,2016-01-25T07:00-05:00,2016-01-25T12:16-08:00,496,210.60,RSETozIzLjLQdvO1tO9iRU00D
344,DCA,2016-01-25T13:45-05:00,2016-01-25T18:51-08:00,486,210.60,RSETozIzLjLQdvO1tO9iRU009
345,DCA,2016-01-25T08:45-05:00,2016-01-25T13:30-08:00,465,210.60,RSETozIzLjLQdvO1tO9iRU006
346,DCA,2016-01-25T07:45-05:00,2016-01-25T13:30-08:00,525,210.60,RSETozIzLjLQdvO1tO9iRU00G
347,DCA,2016-01-25T07:00-05:00,2016-01-25T14:44-08:00,644,210.60,RSETozIzLjLQdvO1tO9iRU00x
348,DCA,2016-01-25T07:00-05:00,2016-01-25T13:30-08:00,570,210.60,RSETozIzLjLQdvO1tO9iRU00o
365,DCA,2016-01-25T07:57-05:00,2016-01-25T19:10-08:00,853,214.60,RSETozIzLjLQdvO1tO9iRU02B
366,DCA,2016-01-25T07:00-05:00,2016-01-25T15:41-08:00,701,214.60,RSETozIzLjLQdvO1tO9iRU01P
367,DCA,2016-01-25T07:45-05:00,2016-01-25T15:41-08:00,656,214.60,RSETozIzLjLQdvO1tO9iRU01C
368,DCA,2016-01-25T07:00-05:00,2016-01-25T17:00-08:00,780,214.60,RSETozIzLjLQdvO1tO9iRU01r
369,DCA,2016-01-25T06:00-05:00,2016-01-25T17:00-08:00,840,214.60,RSETozIzLjLQdvO1tO9iRU028
370,DCA,2016-01-25T08:39-05:00,2016-01-25T17:00-08:00,681,214.60,RSETozIzLjLQdvO1tO9iRU01K
371,DCA,2016-01-25T09:45-05:00,2016-01-25T20:55-08:00,850,214.60,RSETozIzLjLQdvO1tO9iRU02A
372,DCA,2016-01-25T11:00-05:00,2016-01-25T20:55-08:00,775,214.60,RSETozIzLjLQdvO1tO9iRU01n
373,DCA,2016-01-25T07:57-05:00,2016-01-25T17:00-08:00,723,214.60,RSETozIzLjLQdvO1tO9iRU01V
374,DCA,2016-01-25T07:45-05:00,2016-01-25T17:00-08:00,735,214.60,RSETozIzLjLQdvO1tO9iRU01d
375,DCA,2016-01-25T06:00-05:00,2016-01-25T15:41-08:00,761,214.60,RSETozIzLjLQdvO1tO9iRU01i
376,DCA,2016-01-25T13:45-05:00,2016-01-25T23:48-08:00,783,214.60,RSETozIzLjLQdvO1tO9iRU01t
377,DCA,2016-01-25T07:00-05:00,2016-01-25T15:41-08:00,701,214.60,RSETozIzLjLQdvO1tO9iRU010
378,DCA,2016-01-25T07:00-05:00,2016-01-25T19:10-08:00,910,214.60,RSETozIzLjLQdvO1tO9iRU02f
